ID Posla;Šifra KO;Ime KO;Občina;Parcelna številka;Vrsta zemljišča;Vrsta trajnega nasada;Starost trajnega nasada;Prodani delež parcele;Opombe o nepremičnini;Površina parcele;Pogodbena cena parcele;Stopnja DDV parcele
638104;1436;ŽUŽEMBERK;ŽUŽEMBERK;370;7;;;1/1;;4594;;
638104;1436;ŽUŽEMBERK;ŽUŽEMBERK;366/83;7;;;1/1;;6855;;
638104;1436;ŽUŽEMBERK;ŽUŽEMBERK;371;7;;;1/1;;722;;
638104;1436;ŽUŽEMBERK;ŽUŽEMBERK;1078/4;7;;;1/1;;5546;;
638104;1436;ŽUŽEMBERK;ŽUŽEMBERK;366/5;5;;;1/1;;767;;
638104;1436;ŽUŽEMBERK;ŽUŽEMBERK;*246/1;5;;;1/1;;181;;
638104;1436;ŽUŽEMBERK;ŽUŽEMBERK;1077/1;7;;;1/1;;8876;;
638105;1508;BOJANJA VAS;METLIKA;667;9;;;1/1;;3300;;
638106;1855;HRASTNIK MESTO;HRASTNIK;231/4;5;;;1/5;;200;;
638106;1855;HRASTNIK MESTO;HRASTNIK;230;5;;;1/20;;1874;;
638106;1855;HRASTNIK MESTO;HRASTNIK;231/2;5;;;1/5;;17;;
638107;1855;HRASTNIK MESTO;HRASTNIK;230;5;;;2/20;;1874;;
638109;1075;OSTROŽNO;CELJE;547/90;6;;;1/1;;146;;
638110;1796;CESTA;DOBREPOLJE;1973/1;7;;;1/1;;3940;;
638112;1956;VRHPOLJE;MORAVČE;1346/2;5;;;1/1;;419;;
638113;1770;KAŠELJ;LJUBLJANA;1134/1;5;;;1/3;;142;;
638114;1954;VELIKA VAS;MORAVČE;383/6;5;;;1/3;;1081;;
638119;2405;PODNANOS;VIPAVA;4334;7;;;1/3;;7217;;
638120;1836;KRESNICE;LITIJA;301/4;3;;;1/1;;690;;
638120;1836;KRESNICE;LITIJA;301/5;3;;;1/1;;696;;
638121;1778;VOLAVLJE;LJUBLJANA;1446/18;5;;;1/1;;162;;
638125;617;VOSEK;PESNICA;263/2;1;;;1/1;;1317;;
638125;617;VOSEK;PESNICA;263/4;7;;;1/1;;109;;
638125;617;VOSEK;PESNICA;263/3;5;;;1/1;;1045;;
638125;617;VOSEK;PESNICA;264/1;7;;;1/1;;743;;
638126;2574;MARKOVŠČINA;HRPELJE-KOZINA;2607/3;5;;;1/2;;1253;;
638127;2365;ČRNI VRH;IDRIJA;599/2;9;;;1/1;;1106;;
638127;2365;ČRNI VRH;IDRIJA;598/1;7;;;1/1;;2710;;
638127;2365;ČRNI VRH;IDRIJA;598/3;7;;;1/1;;1917;;
638129;1411;OSTROŽNIK;MIRNA;227/1;9;;;1/1;;2809;;
638129;1411;OSTROŽNIK;MIRNA;227/2;9;;;1/1;;705;;
638129;1411;OSTROŽNIK;MIRNA;228;9;;;1/1;;4636;;
638129;1411;OSTROŽNIK;MIRNA;226;9;;;1/1;;356;;
638129;1411;OSTROŽNIK;MOKRONOG-TREBELNO;391/12;9;;;1/1;;906;;
638132;1544;GRIBLJE;ČRNOMELJ;2790/5;3;;;1/1;;431;;
638133;1289;RAKOVEC;BREŽICE;203/7;7;;;1/2;;5800;;
638133;1291;PODVINJE;BREŽICE;33/1;7;;;1/2;;1225;;
638134;1302;CERKLJE;BREŽICE;3398/2;7;;;1/1;;913;;
638135;1345;ŠEDEM;KRŠKO;275;7;;;1/1;;805;;
638136;1332;PODBOČJE;KRŠKO;1500/4;7;;;1/1;;995;;
638137;1334;ČRNEČA VAS;KOSTANJEVICA NA KRKI;2085/1;9;;;1/1;;812;;
638137;1334;ČRNEČA VAS;KOSTANJEVICA NA KRKI;2076/147;9;;;1/1;;17110;;
638137;1334;ČRNEČA VAS;KOSTANJEVICA NA KRKI;2076/148;9;;;1/1;;15305;;
638137;1334;ČRNEČA VAS;KOSTANJEVICA NA KRKI;2085/2;9;;;1/1;;1875;;
638139;2037;PODVRH;GORENJA VAS-POLJANE;978/1;7;;;1/1;;41;;
638140;1200;ŠMARJE PRI JELŠAH;ŠMARJE PRI JELŠAH;7/4;5;;;1/1;;100;;
638140;1200;ŠMARJE PRI JELŠAH;ŠMARJE PRI JELŠAH;7/5;5;;;1/1;;27;;
638141;1619;SODRAŽICA;SODRAŽICA;2232/22;5;;;1/1;;460;;
638141;1619;SODRAŽICA;SODRAŽICA;2232/23;5;;;1/1;;21;;
638141;1619;SODRAŽICA;SODRAŽICA;*368;5;;;1/1;;84;;
638141;1619;SODRAŽICA;SODRAŽICA;2280/1;5;;;1/1;;425;;
638142;2631;PORTOROŽ;PIRAN;2762/4;5;;;1/1;;217;;
638142;2631;PORTOROŽ;PIRAN;2762/7;5;;;1/1;;72;;
638143;132;BRATONCI;BELTINCI;1496/3;5;;;1/1;;734;;
638144;910;SOLČAVA;SOLČAVA;750/10;9;;;1/1;;387;;
638144;910;SOLČAVA;SOLČAVA;747/9;7;;;1/1;;461;;
638144;910;SOLČAVA;SOLČAVA;747/4;7;;;1/1;;1063;;
638144;910;SOLČAVA;SOLČAVA;748/4;7;;;1/1;;42;;
638144;910;SOLČAVA;SOLČAVA;742/5;9;;;1/1;;1755;;
638144;910;SOLČAVA;SOLČAVA;742/7;9;;;1/1;;344;;
638144;910;SOLČAVA;SOLČAVA;747/6;7;;;1/1;;2507;;
638144;910;SOLČAVA;SOLČAVA;750/4;7;;;1/1;;163;;
638144;910;SOLČAVA;SOLČAVA;750/6;9;;;1/1;;317;;
638144;910;SOLČAVA;SOLČAVA;742/10;9;;;1/1;;1561;;
638144;910;SOLČAVA;SOLČAVA;750/12;7;;;1/1;;30;;
638144;910;SOLČAVA;SOLČAVA;750/8;9;;;1/1;;361;;
638145;1085;KOMPOLE;ŠTORE;358;7;;;1/1;;686;;
638145;1085;KOMPOLE;ŠTORE;359/5;7;;;1/1;;524;;
638145;1085;KOMPOLE;ŠTORE;359/1;7;;;1/1;;2740;;
638145;1085;KOMPOLE;ŠTORE;357/1;7;;;1/1;;1722;;
638145;1085;KOMPOLE;ŠTORE;357/2;7;;;1/1;;1964;;
638145;1085;KOMPOLE;ŠTORE;359/3;7;;;1/1;;2106;;
638145;1085;KOMPOLE;ŠTORE;359/4;7;;;1/1;;2618;;
638145;1085;KOMPOLE;ŠTORE;344/2;7;;;1/1;;115;;
638145;1085;KOMPOLE;ŠTORE;355/2;7;;;1/1;;4050;;
638145;1085;KOMPOLE;ŠTORE;359/2;7;;;1/1;;411;;
638145;1085;KOMPOLE;ŠTORE;360/3;7;;;1/1;;734;;
638145;1085;KOMPOLE;ŠTORE;342/1;5;;;1/1;;1288;;
638145;1085;KOMPOLE;ŠTORE;344/1;7;;;1/1;;273;;
638145;1085;KOMPOLE;ŠTORE;731/3;9;;;1/1;;11746;;
638145;1085;KOMPOLE;ŠTORE;731/4;9;;;1/1;;2573;;
638147;1587;OSILNICA;OSILNICA;274/2;9;;;1/2;;236;;
638147;1587;OSILNICA;OSILNICA;*10;5;;;1/2;;61;;
638147;1587;OSILNICA;OSILNICA;32;7;;;1/2;;205;;
638147;1587;OSILNICA;OSILNICA;270;9;;;1/2;;577;;
638147;1587;OSILNICA;OSILNICA;*11;5;;;1/2;;192;;
638147;1587;OSILNICA;OSILNICA;296;1;;;1/2;;165;;
638147;1587;OSILNICA;OSILNICA;1263;9;;;1/2;;11858;;
638148;1219;SODNA VAS;PODČETRTEK;443/2;5;;;1/1;;986;;
638149;2218;BORJANA;KOBARID;2868/2;5;;;1/1;;84;;
638149;2218;BORJANA;KOBARID;2868/1;5;;;1/1;;304;;
638153;2217;SEDLO;KOBARID;376/10;5;;;1/1;;24;;
638154;2484;HRUŠEVJE;POSTOJNA;689;7;;;1/1;;3219;;
638155;2087;GOLNIK;KRANJ;259/3;3;;;1/1;;26;;
638155;2087;GOLNIK;KRANJ;259/9;3;;;1/1;;181;;
638155;2087;GOLNIK;KRANJ;258/2;5;;;1/1;;292;;
638155;2087;GOLNIK;KRANJ;258/4;3;;;1/1;;144;;
638155;2087;GOLNIK;KRANJ;259/8;3;;;1/1;;104;;
638157;2386;BATUJE;AJDOVŠČINA;1527/169;7;;;1/1;;986;;
638157;2386;BATUJE;AJDOVŠČINA;1540/7;7;;;1/1;;457;;
638157;2386;BATUJE;AJDOVŠČINA;1527/168;7;;;1/1;;1924;;
638158;585;KRESNICA;ŠENTILJ;958/2;5;;;1/1;;1284;;
638159;608;GAČNIK;PESNICA;582/3;5;;;1/1;;956;;
638160;534;ZGORNJI PORČIČ;SV. TROJICA V SLOV. GORICAH;252;7;;;1/1;;1780;;
638161;750;VRHLOGA;SLOVENSKA BISTRICA;539/7;5;;;1/1;;1523;;
638163;2151;BEGUNJE;RADOVLJICA;598/23;1;;;1/1;;107;;
638163;2151;BEGUNJE;RADOVLJICA;607/1;1;;;2/100;;1371;;
638163;2151;BEGUNJE;RADOVLJICA;615/2;1;;;2/100;;2363;;
638163;2151;BEGUNJE;RADOVLJICA;597/3;1;;;2/100;;1175;;
638163;2151;BEGUNJE;RADOVLJICA;598/22;1;;;1/1;;106;;
638163;2151;BEGUNJE;RADOVLJICA;598/16;1;;;1/1;;11;;
638163;2151;BEGUNJE;RADOVLJICA;606/6;1;;;2/100;;12;;
638163;2151;BEGUNJE;RADOVLJICA;607/5;1;;;2/100;;328;;
638163;2151;BEGUNJE;RADOVLJICA;598/10;5;;;1/1;;204;;
638163;2151;BEGUNJE;RADOVLJICA;598/17;1;;;1/1;;10;;
638164;563;CERŠAK;ŠENTILJ;1309;7;;;2/14;;3594;;
638164;563;CERŠAK;ŠENTILJ;1310;7;;;2/14;;183;;
638165;563;CERŠAK;ŠENTILJ;1309;7;;;1/28;;3594;;
638165;563;CERŠAK;ŠENTILJ;1310;7;;;1/28;;183;;
638166;563;CERŠAK;ŠENTILJ;1309;7;;;31/56;;3594;;
638166;563;CERŠAK;ŠENTILJ;1310;7;;;31/56;;183;;
638167;563;CERŠAK;ŠENTILJ;1310;7;;;1/14;;183;;
638167;563;CERŠAK;ŠENTILJ;1309;7;;;1/14;;3594;;
638168;563;CERŠAK;ŠENTILJ;1310;7;;;1/28;;183;;
638168;563;CERŠAK;ŠENTILJ;1309;7;;;1/28;;3594;;
638169;563;CERŠAK;ŠENTILJ;1309;7;;;1/14;;3594;;
638169;563;CERŠAK;ŠENTILJ;1310;7;;;1/14;;183;;
638171;1464;DOLE;ŠKOCJAN;*193;7;;;23/32;;10;;
638172;604;GRADIŠKA;KUNGOTA;499/12;3;;;1/1;;753;;
638173;622;ŠOBER;MARIBOR;266/8;3;;;1/1;;737;;
638174;645;GRUŠOVA;MARIBOR;220/5;5;;;69/100;;258;;
638175;782;POLJČANE;POLJČANE;910/6;7;;;1/1;;63;;
638175;782;POLJČANE;POLJČANE;910/8;7;;;1/1;;853;;
638175;782;POLJČANE;POLJČANE;919/1;9;;;1/1;;3719;;
638175;782;POLJČANE;POLJČANE;922/3;7;;;1/1;;12595;;
638175;782;POLJČANE;POLJČANE;911/1;7;;;1/1;;2822;;
638175;782;POLJČANE;POLJČANE;910/3;7;;;1/1;;5771;;
638175;782;POLJČANE;POLJČANE;915/7;7;;;1/1;;1665;;
638175;782;POLJČANE;POLJČANE;919/2;9;;;1/1;;38;;
638175;782;POLJČANE;POLJČANE;918/2;7;;;1/1;;31;;
638175;782;POLJČANE;POLJČANE;922/4;7;;;1/1;;37;;
638175;782;POLJČANE;POLJČANE;910/4;7;;;1/1;;2102;;
638175;782;POLJČANE;POLJČANE;911/2;7;;;1/1;;4556;;
638175;782;POLJČANE;POLJČANE;915/5;7;;;1/1;;49;;
638175;782;POLJČANE;POLJČANE;918/1;7;;;1/1;;896;;
638175;782;POLJČANE;POLJČANE;906;9;;;1/1;;1352;;
638175;782;POLJČANE;POLJČANE;910/1;7;;;1/1;;1982;;
638176;745;KOVAČA VAS;SLOVENSKA BISTRICA;492/24;1;;;1/1;;1219;;
638179;659;TABOR;MARIBOR;855/12;6;;;1/1;;12;;
638180;702;RANČE;RAČE-FRAM;200/4;3;;;1/1;;979;;
638181;1076;MEDLOG;CELJE;285/4;7;;;1/1;;615;;
638182;518;TRIJE KRALJI;BENEDIKT;136/1;7;;;1/12;;5732;;
638182;518;TRIJE KRALJI;BENEDIKT;373/3;7;;;1/12;;2840;;
638182;518;TRIJE KRALJI;BENEDIKT;137/1;7;;;1/12;;1226;;
638182;518;TRIJE KRALJI;BENEDIKT;378;7;;;1/12;;680;;
638182;518;TRIJE KRALJI;BENEDIKT;108/3;7;;;1/12;;416;;
638182;518;TRIJE KRALJI;BENEDIKT;373/2;7;;;1/12;;493;;
638182;518;TRIJE KRALJI;BENEDIKT;374;7;;;1/12;;3769;;
638182;518;TRIJE KRALJI;BENEDIKT;379;7;;;1/12;;1180;;
638182;518;TRIJE KRALJI;BENEDIKT;*83;7;;;1/12;;25;;
638182;518;TRIJE KRALJI;BENEDIKT;136/3;7;;;1/12;;7918;;
638182;518;TRIJE KRALJI;BENEDIKT;*80;7;;;1/12;;155;;
638182;518;TRIJE KRALJI;BENEDIKT;177/1;7;;;1/12;;7122;;
638182;518;TRIJE KRALJI;BENEDIKT;*81;7;;;1/12;;25;;
638182;518;TRIJE KRALJI;BENEDIKT;*82;7;;;1/12;;1505;;
638182;518;TRIJE KRALJI;BENEDIKT;345;9;;;1/12;;5618;;
638182;518;TRIJE KRALJI;BENEDIKT;373/1;7;;;1/12;;9405;;
638182;518;TRIJE KRALJI;BENEDIKT;376;7;;;1/12;;985;;
638182;518;TRIJE KRALJI;BENEDIKT;372;7;;;1/12;;762;;
638182;518;TRIJE KRALJI;BENEDIKT;375;7;;;1/12;;7300;;
638182;518;TRIJE KRALJI;BENEDIKT;377/1;7;;;1/12;;694;;
638182;518;TRIJE KRALJI;BENEDIKT;377/2;7;;;1/12;;780;;
638183;596;ZGORNJA KUNGOTA;KUNGOTA;697/20;3;;;1/1;;1533;;
638183;596;ZGORNJA KUNGOTA;KUNGOTA;697/19;3;;;1/1;;204;;
638184;639;POČEHOVA;MARIBOR;124/7;7;;;1/1;;929;;
638184;639;POČEHOVA;MARIBOR;121/10;5;;;1/1;;281;;
638184;639;POČEHOVA;MARIBOR;124/4;5;;;1/1;;508;;
638185;1140;KRAJNČICA;ŠENTJUR;557/11;5;;;5/24;;1001;;
638187;563;CERŠAK;ŠENTILJ;1310;7;;;1/14;;183;;
638187;563;CERŠAK;ŠENTILJ;1309;7;;;1/14;;3594;;
638190;722;JEŠENCA;RAČE-FRAM;1115/22;3;;;1/1;;243;;
638191;722;JEŠENCA;RAČE-FRAM;1115/23;3;;;1/1;;242;;
638192;997;GOTOVLJE;ŽALEC;777/4;7;;;1/1;;537;;
638194;377;POLENŠAK;DORNAVA;364;7;;;1/1;;8321;;
638194;377;POLENŠAK;DORNAVA;366/1;3;;;1/1;;755;;
638195;372;SPODNJI VELOVLEK;PTUJ;872;7;;;1/1;;1250;;
638196;408;GORIŠNICA;GORIŠNICA;151/164;3;;;1/1;;1107;;
638197;331;VELIKA NEDELJA;ORMOŽ;1177/2;3;;;1/1;;166;;
638198;2611;MAREZIGE;KOPER;813/1;7;;;1/1;;3025;;
638198;2611;MAREZIGE;KOPER;814/2;7;;;1/1;;424;;
638199;25;DOLIČ;KUZMA;117;7;;;1/1;;830;;
638199;25;DOLIČ;KUZMA;116;7;;;1/1;;2663;;
638200;19;DOMANJŠEVCI;ŠALOVCI;366;7;;;1/1;;873;;
638200;19;DOMANJŠEVCI;ŠALOVCI;6342;9;;;1/1;;4377;;
638200;19;DOMANJŠEVCI;ŠALOVCI;382/2;7;;;1/1;;291;;
638200;19;DOMANJŠEVCI;ŠALOVCI;6376;9;;;1/1;;1747;;
638200;19;DOMANJŠEVCI;ŠALOVCI;813;9;;;1/1;;1072;;
638200;19;DOMANJŠEVCI;ŠALOVCI;380;7;;;1/1;;2087;;
638200;19;DOMANJŠEVCI;ŠALOVCI;8069;9;;;1/1;;1902;;
638200;19;DOMANJŠEVCI;ŠALOVCI;6936;9;;;1/1;;2062;;
638200;19;DOMANJŠEVCI;ŠALOVCI;189;9;;;1/1;;3970;;
638200;19;DOMANJŠEVCI;ŠALOVCI;6355;9;;;1/1;;944;;
638200;19;DOMANJŠEVCI;ŠALOVCI;6854;9;;;1/1;;1164;;
638200;19;DOMANJŠEVCI;ŠALOVCI;346;9;;;1/1;;1202;;
638201;10;BOREČA;GORNJI PETROVCI;1336;7;;;1/1;;4237;;
638201;10;BOREČA;GORNJI PETROVCI;1067;7;;;1/1;;3256;;
638201;10;BOREČA;GORNJI PETROVCI;1066;9;;;1/1;;156;;
638201;10;BOREČA;GORNJI PETROVCI;1335;7;;;1/1;;707;;
638201;10;BOREČA;GORNJI PETROVCI;956;7;;;1/1;;1864;;
638201;10;BOREČA;GORNJI PETROVCI;511;7;;;1/1;;2723;;
638201;10;BOREČA;GORNJI PETROVCI;512;7;;;1/1;;497;;
638201;10;BOREČA;GORNJI PETROVCI;510;7;;;1/1;;713;;
638201;10;BOREČA;GORNJI PETROVCI;1334;7;;;1/1;;1195;;
638203;25;DOLIČ;KUZMA;429/1;7;;;1/1;;59;;
638203;25;DOLIČ;KUZMA;431/1;7;;;1/1;;89;;
638203;25;DOLIČ;KUZMA;428/5;7;;;1/1;;78;;
638205;25;DOLIČ;KUZMA;430/1;7;;;1/1;;193;;
638206;127;KROG;MURSKA SOBOTA;3566;7;;;1/1;;1180;;
638206;128;BAKOVCI;MURSKA SOBOTA;3553;7;;;1/1;;14238;;
638207;1;HODOŠ;HODOŠ;1809;9;;;1/1;;1965;;
638207;1;HODOŠ;HODOŠ;3642;10;;;1/1;;1049;;
638209;1436;ŽUŽEMBERK;ŽUŽEMBERK;367/82;3;;;1/1;;786;;
638210;1552;ADLEŠIČI;ČRNOMELJ;1127;9;;;1/1;;435;;
638210;1552;ADLEŠIČI;ČRNOMELJ;1165;9;;;1/1;;701;;
638211;1476;ŠENTJERNEJ;ŠENTJERNEJ;1492/1;7;;;1/1;;2774;;
638212;1476;ŠENTJERNEJ;ŠENTJERNEJ;1492/2;7;;;1/1;;1397;;
638213;1458;ČREŠNJICE;NOVO MESTO;122/7;3;;;1/1;;868;;
638214;93;TEŠANOVCI;MORAVSKE TOPLICE;110/1;5;;;1/1;;3087;;
638214;93;TEŠANOVCI;MORAVSKE TOPLICE;110/2;5;;;1/1;;533;;
638216;537;ZGORNJE VERJANE;SV. TROJICA V SLOV. GORICAH;203/2;5;;;1/1;;982;;
638217;758;OKOŠKA VAS;OPLOTNICA;*87;1;;;1/2;;99;;
638217;758;OKOŠKA VAS;OPLOTNICA;473;1;;;1/2;;476;;
638217;758;OKOŠKA VAS;OPLOTNICA;447/2;7;;;1/2;;793;;
638217;758;OKOŠKA VAS;OPLOTNICA;471/1;7;;;1/2;;2475;;
638217;758;OKOŠKA VAS;OPLOTNICA;474/2;7;;;1/2;;832;;
638217;758;OKOŠKA VAS;OPLOTNICA;474/1;5;;;1/2;;1180;;
638217;758;OKOŠKA VAS;OPLOTNICA;452/2;7;;;1/2;;1105;;
638217;758;OKOŠKA VAS;OPLOTNICA;471/2;7;;;1/2;;555;;
638219;665;RUŠE;RUŠE;1271/7;5;;;1/1;;618;;
638219;665;RUŠE;RUŠE;1271/18;3;;;1/1;;601;;
638220;595;PLINTOVEC;KUNGOTA;404/3;5;;;1/1;;1084;;
638221;750;VRHLOGA;SLOVENSKA BISTRICA;1150;7;;;2/5;;6295;;
638223;2187;ZGORNJE GORJE;GORJE;493/18;9;;;1/1;;5600;;
638226;1659;RAKEK;CERKNICA;937/7;3;;;1/1;;2753;;
638227;1731;UDMAT;LJUBLJANA;574;5;;;1/1;;724;;
638228;1716;ULAKA;VELIKE LAŠČE;260/4;1;;;1/1;;648;;
638230;1676;CERKNICA;CERKNICA;287/1;3;;;1/1;;1090;;
638231;1982;ŠUJICA;DOBROVA-POLHOV GRADEC;1354/1;3;;;1/1;;542;;
638232;1675;GRAHOVO;CERKNICA;1836;3;;;1/1;;1160;;
638233;1675;GRAHOVO;CERKNICA;714/78;9;;;1/1;;3661;;
638233;1675;GRAHOVO;CERKNICA;710/43;9;;;1/1;;4101;;
638233;1675;GRAHOVO;CERKNICA;710/29;9;;;1/1;;3087;;
638233;1675;GRAHOVO;CERKNICA;714/146;9;;;1/1;;10440;;
638236;1836;KRESNICE;LITIJA;279/2;10;;;1/1;;425;;
638237;2449;VREMSKI BRITOF;DIVAČA;827;7;;;1/1;;745;;
638239;78;SEBEBORCI;MORAVSKE TOPLICE;1084/14;5;;;1/1;;998;;
638239;78;SEBEBORCI;MORAVSKE TOPLICE;1084/15;1;;;1/1;;5;;
638240;124;GRADIŠČE;TIŠINA;1428;5;;;6/8;;812;;
638240;124;GRADIŠČE;TIŠINA;1427;3;;;1/2;;448;;
638241;92;MORAVCI;MORAVSKE TOPLICE;4/3;3;;;1/1;;1102;;
638241;92;MORAVCI;MORAVSKE TOPLICE;1;5;;;1/1;;1463;;
638241;92;MORAVCI;MORAVSKE TOPLICE;2;3;;;1/1;;2141;;
638243;121;PETANJCI;TIŠINA;1745;9;;;1/1;;2982;;
638243;121;PETANJCI;TIŠINA;1694;9;;;1/1;;751;;
638243;121;PETANJCI;TIŠINA;1757;9;;;1/1;;12145;;
638244;146;DOBROVNIK;DOBROVNIK;8194;7;;;1/1;;7925;;
638245;38;GRAD;GRAD;1783/1;1;;;1/1;;348;;
638246;142;SREDNJA BISTRICA;ČRENŠOVCI;6;7;;;1/1;;7751;;
638246;142;SREDNJA BISTRICA;ČRENŠOVCI;7;7;;;1/1;;356;;
638248;2590;HRIBI;KOPER;2145/6;5;;;1/1;;143;;
638249;2336;BRANIK;NOVA GORICA;4903/22;6;;;1/1;;63;;
638250;106;NORŠINCI;MORAVSKE TOPLICE;175/1;9;;;1/1;;725;;
638250;106;NORŠINCI;MORAVSKE TOPLICE;175/3;9;;;1/1;;280;;
638251;2590;HRIBI;KOPER;195/2;7;;;1/1;;51;;
638252;2595;ŠKOFIJE;KOPER;*176/2;5;;;1/1;;100;;
638252;2595;ŠKOFIJE;KOPER;*175/2;5;;;1/1;;60;;
638254;2610;VANGANEL;KOPER;597/3;7;;;1/1;;259;;
638255;709;LOKA PRI ROŠNJI;STARŠE;737/1;5;;;1/1;;1264;;
638258;939;PUSTO POLJE;NAZARJE;993/14;5;;;1/1;;183;;
638258;939;PUSTO POLJE;NAZARJE;830;5;;;1/1;;678;;
638258;939;PUSTO POLJE;NAZARJE;*77;5;;;1/1;;182;;
638260;2590;HRIBI;KOPER;195/5;7;;;1/1;;84;;
638261;2615;LOKA;KOPER;935/6;7;;;1/18;;158;;
638263;260;KAMENŠČAK;LJUTOMER;600;7;;;1/1;;5547;;
638265;2315;ŠEMPETER;ŠEMPETER-VRTOJBA;121/3;5;;;1/1;;51;;
638266;2074;SORICA;ŽELEZNIKI;494/1;5;;;1/1;;450;;
638266;2074;SORICA;ŽELEZNIKI;483;7;;;1/1;;472;;
638266;2074;SORICA;ŽELEZNIKI;841/6;1;;;1/1;;77;;
638267;825;LIBELIČE;DRAVOGRAD;459/2;3;;;1/1;;149;;
638267;825;LIBELIČE;DRAVOGRAD;460/8;3;;;1/1;;526;;
638267;825;LIBELIČE;DRAVOGRAD;460/21;3;;;1/1;;262;;
638267;825;LIBELIČE;DRAVOGRAD;460/19;3;;;1/1;;176;;
638268;2606;SEMEDELA;KOPER;184;5;;;1/12;;867;;
638269;2613;TRUŠKE;KOPER;2138/2;7;;;1/10;;1047;;
638269;2613;TRUŠKE;KOPER;2139/2;7;;;1/10;;683;;
638269;2613;TRUŠKE;KOPER;2120/1;7;;;1/10;;1695;;
638269;2613;TRUŠKE;KOPER;2098;9;;;1/10;;1014;;
638269;2613;TRUŠKE;KOPER;2102;9;;;1/10;;1027;;
638269;2613;TRUŠKE;KOPER;2103/1;9;;;1/10;;432;;
638269;2613;TRUŠKE;KOPER;2103/2;9;;;1/10;;396;;
638269;2613;TRUŠKE;KOPER;2137/4;7;;;1/10;;411;;
638269;2613;TRUŠKE;KOPER;2100/3;7;;;1/10;;683;;
638269;2613;TRUŠKE;KOPER;*132/2;5;;;1/10;;182;;
638269;2613;TRUŠKE;KOPER;*132/3;5;;;1/10;;202;;
638269;2613;TRUŠKE;KOPER;2138/1;7;;;1/10;;565;;
638269;2613;TRUŠKE;KOPER;2139/1;7;;;1/10;;406;;
638269;2613;TRUŠKE;KOPER;2125;7;;;1/10;;717;;
638269;2613;TRUŠKE;KOPER;2137/1;7;;;1/10;;1651;;
638269;2613;TRUŠKE;KOPER;2137/3;7;;;1/10;;938;;
638270;2232;VOLARJE;TOLMIN;666/32;5;;;1/1;;12;;
638271;2207;BOVEC;BOVEC;1318;5;;;1/1;;72;;
638272;2392;AJDOVŠČINA;AJDOVŠČINA;1066/4;5;;;1/1;;19;;
638273;2164;LANCOVO;RADOVLJICA;254;5;;;1/1;;511;;
638274;1884;LOKE PRI ZAGORJU;ZAGORJE OB SAVI;338/31;1;;;1/1;;91;;
635797;684;ZGORNJI DUPLEK;DUPLEK;569/1;2;;;63/400;;1502;;
635798;2124;HRASTJE;KRANJ;500/1;3;;;10593/12021;;10593;;
635798;2124;HRASTJE;KRANJ;500/2;3;;;10593/12021;;1428;;
635799;2370;DOL-OTLICA;AJDOVŠČINA;323;3;;;2/9;;60;;
635800;1115;SLOVENSKE KONJICE;SLOVENSKE KONJICE;886/3;2;;;1/1;;818;;
635801;1608;BRIGA;KOČEVJE;84/29;5;;;1/1;;460;;
635801;1608;BRIGA;KOČEVJE;2042/49;5;;;1/1;;1420;;
635802;714;PREPOLJE;STARŠE;932/13;2;;;1/1;;1535;;
635803;2302;KROMBERK;NOVA GORICA;768/4;5;;;1/1;;62;;
635804;2478;HRAŠČE;POSTOJNA;2193/4;5;;;1/1;;124;;
635805;1771;ZADOBROVA;LJUBLJANA;941/2;3;;;845/1943;;1943;;
635806;547;SPODNJA SENARSKA;SV. TROJICA V SLOV. GORICAH;415;3;;;1/1;;2881;;
635808;1292;GABRJE;BREŽICE;708/11;3;;;1/1;;210;;
635808;1292;GABRJE;BREŽICE;710/4;3;;;1/1;;4718;;
635808;1292;GABRJE;BREŽICE;710/5;3;;;1/1;;162;;
635809;338;SREDIŠČE;SREDIŠČE OB DRAVI;766/3;3;;;1/1;;2910;;
635810;996;ŽALEC;ŽALEC;1823/622;3;;;1/1;;822;;
635811;318;HARDEK;ORMOŽ;674/9;2;;;1/1;;22233;;
635811;318;HARDEK;ORMOŽ;655;2;;;1/1;;3249;;
635811;318;HARDEK;ORMOŽ;665/1;2;;;1/1;;1496;;
635811;318;HARDEK;ORMOŽ;666/1;2;;;1/1;;14724;;
635905;997;;;168/13;2;;;1/1;;1468;;
635906;1772;;;596/18;6;;;1/1;;27;;
635906;1772;;;596/19;6;;;1/1;;28;;
635907;1772;;;596/22;6;;;1/1;;24;;
635907;1772;;;596/21;6;;;1/1;;24;;
635908;1772;;;596/23;6;;;1/1;;13;;
635909;1772;;;596/24;6;;;1/1;;13;;
635910;1772;;;596/26;6;;;1/1;;13;;
635911;1772;;;596/25;6;;;1/1;;13;;
635912;1772;;;596/27;6;;;1/1;;18;;
635946;804;;;782/19;6;;;1/1;;13;;
635946;804;;;782/36;6;;;1/1;;11;;
635946;804;;;782/18;6;;;1/1;;13;;
635946;804;;;782/37;6;;;1/1;;11;;
635946;804;;;782/17;6;;;1/1;;13;;
635946;804;;;782/35;6;;;1/1;;11;;
635946;804;;;782/20;6;;;1/1;;13;;
635946;804;;;782/21;6;;;1/1;;13;;
635955;1697;LANIŠČE;ŠKOFLJICA;940/387;6;;;1/1;;13;;
633086;636;KAMNICA;MARIBOR;410/23;10;;;1/1;;80;;
633087;712;STARŠE;STARŠE;638/1;5;;;1/1;;572;;
