ID Posla;Vrsta kupoprodajnega posla;Datum uveljavitve;Datum sklenitve pogodbe;Pogodbena cena / Odškodnina;Vključenost DDV;Stopnja DDV;Datum izteka lizinga;Datum prenehanja lizinga;Opombe o pravnem poslu;Posredovanje nepremičninske agencije;Datum zadnje spremembe posla;Datum zadnje uveljavitve posla;Vrsta akta;Tržnost posla
640198;1;08.03.2022;14.10.2021;10471;1;4;;;;;08.03.2022;08.03.2022;1;5
640223;1;08.03.2022;01.09.2021;6000;1;4;;;;;08.03.2022;08.03.2022;1;5
640283;1;10.03.2022;10.11.2021;32000;0;;;;;;10.03.2022;10.03.2022;1;5
640298;1;10.03.2022;07.12.2021;25348;0;;;;;;10.03.2022;10.03.2022;1;5
640305;1;10.03.2022;15.09.2021;34,96;0;;;;;;10.03.2022;10.03.2022;1;5
640333;1;10.03.2022;19.10.2021;8600;0;;;;;;10.03.2022;10.03.2022;1;5
640363;1;10.03.2022;21.12.2021;20000;0;;;;;;10.03.2022;10.03.2022;1;5
640375;1;10.03.2022;08.12.2021;2069;0;;;;;;10.03.2022;10.03.2022;1;5
640382;1;10.03.2022;06.01.2022;184000;0;;;;;;10.03.2022;10.03.2022;1;5
640387;1;10.03.2022;27.12.2021;25000;0;;;;;;10.03.2022;10.03.2022;1;5
640400;1;10.03.2022;14.05.2021;21000;0;;;;;;10.03.2022;10.03.2022;1;5
640406;1;10.03.2022;05.01.2022;120000;0;;;;;;10.03.2022;10.03.2022;1;5
640419;1;10.03.2022;07.01.2022;16666,66;0;;;;;;10.03.2022;10.03.2022;1;5
640442;3;10.03.2022;06.12.2021;720;0;;;;;;10.03.2022;10.03.2022;1;5
640460;1;10.03.2022;05.12.2021;2000;0;;;;;;10.03.2022;10.03.2022;1;5
640472;1;10.03.2022;26.11.2021;650;0;;;;;;10.03.2022;10.03.2022;1;5
640497;1;10.03.2022;10.01.2022;4000;0;;;;;;10.03.2022;10.03.2022;1;5
640506;1;10.03.2022;17.01.2022;811;0;;;;;;10.03.2022;10.03.2022;1;5
640510;1;10.03.2022;17.01.2022;45000;0;;;;;;10.03.2022;10.03.2022;1;5
640519;1;10.03.2022;07.12.2021;2062,5;0;;;;;;10.03.2022;10.03.2022;1;5
640540;1;10.03.2022;18.01.2022;82000;0;;;;;;10.03.2022;10.03.2022;1;5
640549;4;10.03.2022;17.01.2022;60000;0;;;;;;10.03.2022;10.03.2022;1;4
640551;1;10.03.2022;29.12.2021;48000;0;;;;;;10.03.2022;10.03.2022;1;5
640568;1;10.03.2022;05.01.2022;120000;0;;;;;;10.03.2022;10.03.2022;1;5
640589;1;10.03.2022;13.01.2022;3500;0;;;;;;10.03.2022;10.03.2022;1;5
640619;1;10.03.2022;18.01.2022;40000;0;;;;;;10.03.2022;10.03.2022;1;5
640678;1;10.03.2022;14.01.2022;7371,5;0;;;;;;10.03.2022;10.03.2022;1;5
640720;1;10.03.2022;07.01.2022;108000;0;;;;;;10.03.2022;10.03.2022;1;5
640724;1;10.03.2022;15.12.2021;40000;0;;;;;;10.03.2022;10.03.2022;1;5
640749;1;10.03.2022;12.01.2022;310000;0;;;;;;10.03.2022;10.03.2022;1;5
640758;1;10.03.2022;19.01.2022;290000;0;;;;;;10.03.2022;10.03.2022;1;5
640813;1;10.03.2022;18.01.2022;3158;0;;;;;;10.03.2022;10.03.2022;1;5
640837;3;10.03.2022;21.01.2022;49000;0;;;;;;10.03.2022;10.03.2022;1;5
640849;1;10.03.2022;21.01.2022;60000;0;;;;;;10.03.2022;10.03.2022;1;5
640854;1;10.03.2022;25.01.2022;10000;0;;;;;;10.03.2022;10.03.2022;1;5
640863;1;10.03.2022;19.01.2022;4084;0;;;;;;10.03.2022;10.03.2022;1;5
640864;1;10.03.2022;13.01.2022;737180;0;;;;;;10.03.2022;10.03.2022;1;5
640874;1;10.03.2022;25.01.2022;3000;0;;;;;;10.03.2022;10.03.2022;1;5
640944;1;10.03.2022;11.01.2022;1473000;0;;;;;;10.03.2022;10.03.2022;1;5
640956;1;10.03.2022;13.01.2022;38700;0;;;;;;10.03.2022;10.03.2022;1;5
640957;2;10.03.2022;13.01.2022;47750;0;;;;;;10.03.2022;10.03.2022;1;5
640971;1;10.03.2022;21.01.2022;35000;0;;;;;;10.03.2022;10.03.2022;1;5
640990;1;10.03.2022;21.01.2022;56160;0;;;;;;10.03.2022;10.03.2022;1;5
640991;1;10.03.2022;14.12.2021;3609,6;0;;;;;;10.03.2022;10.03.2022;1;5
641010;1;10.03.2022;13.01.2022;94000;0;;;;;;10.03.2022;10.03.2022;1;5
641045;1;10.03.2022;25.01.2022;144000;0;;;;;;10.03.2022;10.03.2022;1;5
641046;1;10.03.2022;31.12.2021;917;0;;;;;;10.03.2022;10.03.2022;1;5
641056;1;10.03.2022;27.01.2022;21486;0;;;;;;10.03.2022;10.03.2022;1;5
641106;1;10.03.2022;28.01.2022;9955;0;;;;;;10.03.2022;10.03.2022;1;5
641115;1;10.03.2022;25.01.2022;38000;0;;;;;;10.03.2022;10.03.2022;1;5
641132;1;10.03.2022;27.01.2022;30000;0;;;;;;10.03.2022;10.03.2022;1;5
641141;1;10.03.2022;26.01.2022;200000;0;;;;;;10.03.2022;10.03.2022;1;5
641143;1;10.03.2022;27.01.2022;163000;0;;;;;;10.03.2022;10.03.2022;1;5
641156;1;10.03.2022;20.01.2022;95000;0;;;;;;10.03.2022;10.03.2022;1;5
641182;1;10.03.2022;12.01.2022;35000;0;;;;;;10.03.2022;10.03.2022;1;5
641237;1;10.03.2022;26.01.2022;35000;0;;;;;;10.03.2022;10.03.2022;1;5
641264;1;10.03.2022;21.01.2022;526,32;0;;;;;;10.03.2022;10.03.2022;1;5
641296;1;10.03.2022;29.01.2022;9000;0;;;;;;10.03.2022;10.03.2022;1;5
641306;1;10.03.2022;27.01.2022;3000;0;;;;;;10.03.2022;10.03.2022;1;5
641320;3;10.03.2022;21.01.2022;8185;0;;;;;;10.03.2022;10.03.2022;1;5
641321;1;10.03.2022;23.01.2022;200000;0;;;;;;10.03.2022;10.03.2022;1;5
641364;1;10.03.2022;18.01.2022;12000;0;;;;;;10.03.2022;10.03.2022;1;5
641397;1;10.03.2022;28.01.2022;133000;0;;;;;;10.03.2022;10.03.2022;1;5
641425;1;10.03.2022;01.02.2022;10000;0;;;;;;10.03.2022;10.03.2022;1;5
641442;1;10.03.2022;28.01.2022;45000;0;;;;;;10.03.2022;10.03.2022;1;5
641454;1;10.03.2022;26.01.2022;156000;0;;;;;;10.03.2022;10.03.2022;1;5
641456;1;10.03.2022;25.01.2022;12597;0;;;;;;10.03.2022;10.03.2022;1;5
641457;1;10.03.2022;22.01.2022;203000;0;;;;;;10.03.2022;10.03.2022;1;5
641489;1;10.03.2022;27.01.2022;75000;0;;;;;;10.03.2022;10.03.2022;1;5
641501;1;10.03.2022;02.02.2022;1800;0;;;;;;10.03.2022;10.03.2022;1;5
641506;1;10.03.2022;01.02.2022;114500;0;;;;;;10.03.2022;10.03.2022;1;5
641518;1;10.03.2022;27.01.2022;3198;0;;;;;;10.03.2022;10.03.2022;1;5
641544;1;10.03.2022;02.02.2022;160000;0;;;;;;10.03.2022;10.03.2022;1;5
641563;1;10.03.2022;01.02.2022;4880;0;;;;;;10.03.2022;10.03.2022;1;5
641575;1;10.03.2022;27.01.2022;188000;0;;;;;;10.03.2022;10.03.2022;1;5
641617;1;10.03.2022;01.02.2022;11000;0;;;;;;10.03.2022;10.03.2022;1;5
641646;1;10.03.2022;02.02.2022;68000;0;;;;;;10.03.2022;10.03.2022;1;5
641665;1;10.03.2022;26.01.2022;44333;0;;;;;;10.03.2022;10.03.2022;1;5
641677;1;10.03.2022;27.01.2022;4186,5;0;;;;;;10.03.2022;10.03.2022;1;5
641680;1;10.03.2022;30.01.2022;178000;0;;;;;;10.03.2022;10.03.2022;1;5
641683;1;10.03.2022;01.02.2022;44858,96;0;;;;;;10.03.2022;10.03.2022;1;5
641689;1;10.03.2022;01.02.2022;180000;0;;;;;;10.03.2022;10.03.2022;1;5
641691;1;10.03.2022;26.01.2022;305000;0;;;;;;10.03.2022;10.03.2022;1;5
641700;1;10.03.2022;01.02.2022;170000;0;;;;;;10.03.2022;10.03.2022;1;5
641743;1;10.03.2022;14.12.2021;4500,9;0;;;;;;10.03.2022;10.03.2022;1;5
641746;1;10.03.2022;04.02.2022;300;0;;;;;;10.03.2022;10.03.2022;1;5
641763;1;10.03.2022;04.02.2022;265000;0;;;;;;10.03.2022;10.03.2022;1;5
641765;1;10.03.2022;05.02.2022;80000;0;;;;;;10.03.2022;10.03.2022;1;5
641788;1;10.03.2022;25.01.2022;325000;0;;;;;;10.03.2022;10.03.2022;1;5
641796;1;10.03.2022;14.01.2022;11227,5;0;;;;;;10.03.2022;10.03.2022;1;5
641802;1;10.03.2022;03.02.2022;96593;0;;;;;;10.03.2022;10.03.2022;1;5
641823;1;10.03.2022;31.01.2022;355;0;;;;;;10.03.2022;10.03.2022;1;5
641835;1;10.03.2022;31.01.2022;30000;0;;;;;;10.03.2022;10.03.2022;1;5
641864;1;10.03.2022;01.02.2022;2645,37;0;;;;;;10.03.2022;10.03.2022;1;5
641885;1;10.03.2022;03.02.2022;152000;0;;;;;;10.03.2022;10.03.2022;1;5
641936;1;10.03.2022;03.02.2022;65000;0;;;;;;10.03.2022;10.03.2022;1;5
641939;1;10.03.2022;04.02.2022;5613,75;0;;;;;;10.03.2022;10.03.2022;1;5
641951;1;10.03.2022;02.02.2022;2900;0;;;;;;10.03.2022;10.03.2022;1;5
641956;1;10.03.2022;22.12.2021;4000;0;;;;;;10.03.2022;10.03.2022;1;5
642028;1;10.03.2022;02.07.2021;1400;0;;;;;;11.03.2022;10.03.2022;1;5
642048;1;10.03.2022;08.01.2022;69000;0;;;;;;11.03.2022;10.03.2022;1;5
642064;1;11.03.2022;08.02.2022;165000;0;;;;;;11.03.2022;11.03.2022;1;5
642079;1;11.03.2022;18.08.2021;600;0;;;;;;11.03.2022;11.03.2022;1;5
642086;1;11.03.2022;20.01.2022;74800;0;;;;;;11.03.2022;11.03.2022;1;5
642104;1;11.03.2022;04.02.2022;42964,5;0;;;;;;11.03.2022;11.03.2022;1;5
642109;1;11.03.2022;18.01.2022;3000;0;;;;;;11.03.2022;11.03.2022;1;5
642127;1;11.03.2022;10.02.2022;58000;0;;;;;;11.03.2022;11.03.2022;1;5
642129;1;11.03.2022;09.02.2022;165000;0;;;;;;11.03.2022;11.03.2022;1;5
642208;1;11.03.2022;03.02.2022;130000;0;;;;;;11.03.2022;11.03.2022;1;5
642262;1;11.03.2022;01.02.2022;6250;0;;;;;;11.03.2022;11.03.2022;1;5
642309;1;11.03.2022;07.02.2022;40000;0;;;;;;11.03.2022;11.03.2022;1;5
642316;1;11.03.2022;03.02.2022;825000;0;;;;;;11.03.2022;11.03.2022;1;5
642322;1;11.03.2022;08.02.2022;10000;0;;;;;;11.03.2022;11.03.2022;1;5
642343;1;11.03.2022;01.02.2022;3000;0;;;;;;11.03.2022;11.03.2022;1;5
642359;1;11.03.2022;07.02.2022;75000;0;;;;;;11.03.2022;11.03.2022;1;5
642382;1;11.03.2022;01.02.2022;64900;0;;;;;;11.03.2022;11.03.2022;1;5
642399;1;11.03.2022;19.03.2021;2000;0;;;;;;11.03.2022;11.03.2022;1;5
642450;1;11.03.2022;09.02.2022;48000;0;;;;;;11.03.2022;11.03.2022;1;5
642471;1;11.03.2022;14.02.2022;140000;0;;;;;;11.03.2022;11.03.2022;1;5
642483;1;11.03.2022;09.02.2022;240000;0;;;;;;11.03.2022;11.03.2022;1;5
642502;1;11.03.2022;10.02.2022;120000;0;;;;;;11.03.2022;11.03.2022;1;5
642508;1;11.03.2022;27.01.2022;8900;0;;;;;;11.03.2022;11.03.2022;1;5
642520;1;11.03.2022;07.02.2022;255000;0;;;;;;11.03.2022;11.03.2022;1;5
642522;1;11.03.2022;11.02.2022;300;0;;;;;;11.03.2022;11.03.2022;1;5
642531;1;11.03.2022;02.02.2022;10000;0;;;;;;11.03.2022;11.03.2022;1;5
642544;3;11.03.2022;09.02.2022;86000;0;;;;;;11.03.2022;11.03.2022;1;5
642546;3;11.03.2022;13.12.2021;163000;0;;;;;;11.03.2022;11.03.2022;1;5
642562;1;11.03.2022;15.02.2022;90000;0;;;;;;11.03.2022;11.03.2022;1;5
642566;1;11.03.2022;15.02.2022;35000;0;;;;;;11.03.2022;11.03.2022;1;5
642567;1;11.03.2022;14.02.2022;85000;0;;;;;;11.03.2022;11.03.2022;1;5
642600;1;11.03.2022;15.02.2022;21880,4;0;;;;;;11.03.2022;11.03.2022;1;5
642603;1;11.03.2022;12.02.2022;2160,24;0;;;;;;11.03.2022;11.03.2022;1;5
642614;1;11.03.2022;04.01.2022;1825;0;;;;;;11.03.2022;11.03.2022;1;5
642616;1;11.03.2022;28.01.2022;2488,8;0;;;;;;11.03.2022;11.03.2022;1;5
642644;1;11.03.2022;04.02.2022;60000;0;;;;;;11.03.2022;11.03.2022;1;5
642648;1;11.03.2022;11.02.2022;100000;0;;;;;;11.03.2022;11.03.2022;1;5
642690;1;11.03.2022;15.02.2022;172000;0;;;;;;11.03.2022;11.03.2022;1;5
642700;1;11.03.2022;15.02.2022;19000;0;;;;;;11.03.2022;11.03.2022;1;5
642738;1;11.03.2022;02.02.2022;105000;0;;;;;;11.03.2022;11.03.2022;1;5
642748;1;11.03.2022;17.02.2022;75000;0;;;;;;11.03.2022;11.03.2022;1;5
642758;1;11.03.2022;15.02.2022;2200;0;;;;;;11.03.2022;11.03.2022;1;5
642771;1;11.03.2022;30.11.2021;2138,82;0;;;;;;11.03.2022;11.03.2022;1;5
642775;1;11.03.2022;15.02.2022;14000;0;;;;;;11.03.2022;11.03.2022;1;5
642783;1;11.03.2022;04.02.2022;1500;0;;;;;;11.03.2022;11.03.2022;1;5
642799;1;11.03.2022;16.02.2022;70000;0;;;;;;11.03.2022;11.03.2022;1;5
642800;3;11.03.2022;14.02.2022;16500;0;;;;;;11.03.2022;11.03.2022;1;5
642810;1;11.03.2022;20.01.2022;25000;0;;;;;;11.03.2022;11.03.2022;1;5
642814;1;11.03.2022;26.01.2022;28484,4;0;;;;;;11.03.2022;11.03.2022;1;5
642825;1;11.03.2022;15.02.2022;600;0;;;;;;11.03.2022;11.03.2022;1;5
642838;1;11.03.2022;02.02.2022;150000;0;;;;;;11.03.2022;11.03.2022;1;5
642839;1;11.03.2022;17.02.2022;600;0;;;;;;11.03.2022;11.03.2022;1;5
642840;1;11.03.2022;07.02.2022;20700,36;0;;;;;;11.03.2022;11.03.2022;1;5
642852;1;11.03.2022;14.02.2022;145000;0;;;;;;11.03.2022;11.03.2022;1;5
642867;1;11.03.2022;07.02.2022;4095;0;;;;;;11.03.2022;11.03.2022;1;5
642873;1;11.03.2022;22.01.2022;40500;0;;;;;;11.03.2022;11.03.2022;1;5
642877;1;11.03.2022;03.02.2022;500;0;;;;;;11.03.2022;11.03.2022;1;5
642881;1;11.03.2022;16.02.2022;190000;0;;;;;;11.03.2022;11.03.2022;1;5
642897;1;11.03.2022;21.02.2022;26500;0;;;;;;11.03.2022;11.03.2022;1;5
642903;1;11.03.2022;21.01.2022;2000;0;;;;;;11.03.2022;11.03.2022;1;5
642905;1;11.03.2022;18.02.2022;50750;0;;;;;;11.03.2022;11.03.2022;1;5
642918;1;11.03.2022;15.02.2022;15000;0;;;;;;11.03.2022;11.03.2022;1;5
642922;1;11.03.2022;18.02.2022;50000;0;;;;;;11.03.2022;11.03.2022;1;5
642945;1;11.03.2022;15.02.2022;16000;0;;;;;;11.03.2022;11.03.2022;1;5
642963;1;11.03.2022;15.02.2022;220000;0;;;;;;11.03.2022;11.03.2022;1;5
642973;1;11.03.2022;21.02.2022;38500;0;;;;;;11.03.2022;11.03.2022;1;5
642974;1;11.03.2022;10.01.2022;5224,99;0;;;;;;11.03.2022;11.03.2022;1;5
643006;1;11.03.2022;21.02.2022;10000;0;;;;;;11.03.2022;11.03.2022;1;5
643026;1;11.03.2022;09.02.2022;60000;0;;;;;;11.03.2022;11.03.2022;1;5
643049;1;11.03.2022;09.02.2022;541,14;0;;;;;;11.03.2022;11.03.2022;1;5
643077;2;14.03.2022;13.12.2021;567800,2;1;4;;;;;14.03.2022;14.03.2022;1;5
643093;1;14.03.2022;02.12.2021;159999,99;1;4;;;;;14.03.2022;14.03.2022;1;5
643122;1;15.03.2022;27.10.2021;19324,8;1;4;;;;;15.03.2022;15.03.2022;1;5
643123;1;15.03.2022;02.11.2021;35361,7;1;4;;;;;15.03.2022;15.03.2022;1;5
643314;1;21.03.2022;03.10.2020;248900;1;3;;;;;21.03.2022;21.03.2022;1;5
643333;1;21.03.2022;17.01.2020;254350;1;3;;;;;21.03.2022;21.03.2022;1;5
643383;1;22.03.2022;07.02.2022;415000;1;3;;;;;22.03.2022;22.03.2022;1;5
643409;5;22.03.2022;10.01.2022;63569,68;1;4;;;Poslovni prostori;;22.03.2022;22.03.2022;1;5
643518;1;24.03.2022;05.01.2020;262838,78;1;4;;;;;24.03.2022;24.03.2022;1;5
643575;1;25.03.2022;10.02.2020;257282,2;1;3;;;;;25.03.2022;25.03.2022;1;5
627672;1;03.12.2021;10.03.2021;398000;1;3;;;;;17.03.2022;17.03.2022;1;5
627673;1;03.12.2021;06.09.2021;428000;1;3;;;;;17.03.2022;17.03.2022;1;5
631869;1;05.01.2022;18.11.2021;129800;1;3;;;;;05.01.2022;05.01.2022;1;5
631904;1;05.01.2022;03.01.2022;73872;1;4;;;;;05.01.2022;05.01.2022;1;5
632065;1;10.01.2022;08.11.2021;29500;0;;;;;;10.01.2022;10.01.2022;1;5
632109;1;10.01.2022;30.09.2021;2700;0;;;;;;10.01.2022;10.01.2022;1;5
632110;1;10.01.2022;13.10.2021;1000;0;;;;;;10.01.2022;10.01.2022;1;5
632113;1;10.01.2022;21.10.2021;40000;0;;;;;;10.01.2022;10.01.2022;1;5
632119;1;10.01.2022;26.10.2021;83000;0;;;;;;10.01.2022;10.01.2022;1;5
632127;1;10.01.2022;02.11.2021;5600;0;;;;;;10.01.2022;10.01.2022;1;5
632129;1;10.01.2022;05.11.2021;9950;0;;;;;;10.01.2022;10.01.2022;1;5
632150;1;10.01.2022;02.11.2021;150000;0;;;;;;10.01.2022;10.01.2022;1;5
632162;1;10.01.2022;11.11.2021;45000;0;;;;;;10.01.2022;10.01.2022;1;5
632176;1;10.01.2022;25.10.2021;5000;0;;;;;;10.01.2022;10.01.2022;1;5
632179;1;10.01.2022;15.11.2021;14000;0;;;;;;10.01.2022;10.01.2022;1;5
632207;1;10.01.2022;15.11.2021;40000;0;;;;;;10.01.2022;10.01.2022;1;5
632212;1;10.01.2022;16.11.2021;409600;0;;;;;;10.01.2022;10.01.2022;1;5
632239;1;10.01.2022;16.11.2021;17178;0;;;;;;10.01.2022;10.01.2022;1;5
632265;1;10.01.2022;15.11.2021;5500;0;;;;;;10.01.2022;10.01.2022;1;5
632270;1;10.01.2022;11.11.2021;115000;0;;;;;;10.01.2022;10.01.2022;1;5
632289;1;10.01.2022;19.11.2021;239687,9;0;;;;;;10.01.2022;10.01.2022;1;5
632297;1;10.01.2022;08.11.2021;30000;0;;;;;;10.01.2022;10.01.2022;1;5
632321;1;10.01.2022;25.10.2021;8000;0;;;;;;10.01.2022;10.01.2022;1;5
632326;1;10.01.2022;19.11.2021;311692,61;0;;;;;;10.01.2022;10.01.2022;1;5
632340;1;10.01.2022;28.10.2021;5000;0;;;;;;10.01.2022;10.01.2022;1;5
632343;1;10.01.2022;12.11.2021;240;0;;;;;;10.01.2022;10.01.2022;1;5
632354;1;10.01.2022;18.10.2021;19216;0;;;;;;10.01.2022;10.01.2022;1;5
632364;1;10.01.2022;22.11.2021;95000;0;;;;;;10.01.2022;10.01.2022;1;5
632411;1;10.01.2022;23.11.2021;120000;0;;;;;;10.01.2022;10.01.2022;1;5
632445;1;10.01.2022;21.10.2021;25000;0;;;;;;10.01.2022;10.01.2022;1;5
632457;1;10.01.2022;23.11.2021;140000;0;;;;;;10.01.2022;10.01.2022;1;5
632468;1;10.01.2022;25.11.2021;545000;0;;;;;;10.01.2022;10.01.2022;1;5
632469;1;10.01.2022;17.11.2021;5657,28;0;;;;;;10.01.2022;10.01.2022;1;5
632503;1;10.01.2022;25.11.2021;210000;0;;;;;;10.01.2022;10.01.2022;1;5
632509;1;10.01.2022;28.11.2021;1296;0;;;;;;10.01.2022;10.01.2022;1;5
632512;1;10.01.2022;28.10.2021;90000;0;;;;;;10.01.2022;10.01.2022;1;5
632516;1;10.01.2022;12.11.2021;45500;0;;;;;;10.01.2022;10.01.2022;1;5
632524;1;10.01.2022;24.11.2021;51500;0;;;;;;10.01.2022;10.01.2022;1;5
632543;1;10.01.2022;22.11.2021;87000;0;;;;;;10.01.2022;10.01.2022;1;5
632550;1;10.01.2022;27.11.2021;225000;0;;;;;;10.01.2022;10.01.2022;1;5
632562;1;10.01.2022;18.11.2021;104280;0;;;;;;10.01.2022;10.01.2022;1;5
632573;1;10.01.2022;24.11.2021;10493,95;0;;;;;;10.01.2022;10.01.2022;1;5
632599;1;10.01.2022;25.11.2021;71000;0;;;;;;10.01.2022;10.01.2022;1;5
632612;1;10.01.2022;23.11.2021;350;0;;;;;;10.01.2022;10.01.2022;1;5
632617;1;10.01.2022;24.11.2021;151000;0;;;;;;10.01.2022;10.01.2022;1;5
632634;1;10.01.2022;30.11.2021;5096;0;;;;;;10.01.2022;10.01.2022;1;5
632642;1;10.01.2022;26.11.2021;60000;0;;;;;;10.01.2022;10.01.2022;1;5
632669;1;10.01.2022;02.12.2021;61100;0;;;;;;10.01.2022;10.01.2022;1;5
632672;1;10.01.2022;29.11.2021;329;0;;;;;;10.01.2022;10.01.2022;1;5
632695;1;10.01.2022;22.11.2021;32900;0;;;;;;10.01.2022;10.01.2022;1;5
632699;1;10.01.2022;25.11.2021;2198,67;0;;;;;;10.01.2022;10.01.2022;1;5
632709;1;10.01.2022;26.11.2021;15000;0;;;;;;10.01.2022;10.01.2022;1;5
632720;1;10.01.2022;21.10.2021;27270,01;0;;;;;;10.01.2022;10.01.2022;1;5
632734;1;10.01.2022;01.12.2021;82980;0;;;;;;10.01.2022;10.01.2022;1;5
632742;1;10.01.2022;30.11.2021;210000;0;;;;;;10.01.2022;10.01.2022;1;5
632775;1;10.01.2022;02.12.2021;80000;0;;;;;;10.01.2022;10.01.2022;1;5
632794;1;10.01.2022;03.11.2021;66000;0;;;;;;10.01.2022;10.01.2022;1;5
632819;1;10.01.2022;30.06.2021;6100;0;;;;;;10.01.2022;10.01.2022;1;5
632823;1;10.01.2022;03.11.2021;12000;0;;;;;;10.01.2022;10.01.2022;1;5
632848;1;10.01.2022;01.12.2021;135000;0;;;;;;10.01.2022;10.01.2022;1;5
632850;1;10.01.2022;25.11.2021;280000;0;;;;;;10.01.2022;10.01.2022;1;5
632851;1;10.01.2022;01.12.2021;90000;0;;;;;;10.01.2022;10.01.2022;1;5
632852;1;10.01.2022;29.11.2021;5000;0;;;;;;10.01.2022;10.01.2022;1;5
632860;1;10.01.2022;01.12.2021;116000;0;;;;;;10.01.2022;10.01.2022;1;5
632880;1;10.01.2022;03.12.2021;303900;0;;;;;;10.01.2022;10.01.2022;1;5
632897;1;10.01.2022;06.12.2021;28000;0;;;;;;10.01.2022;10.01.2022;1;5
632910;1;10.01.2022;02.12.2021;80000;0;;;;;;10.01.2022;10.01.2022;1;5
632934;1;10.01.2022;07.12.2021;2000;0;;;;;;10.01.2022;10.01.2022;1;5
632935;1;10.01.2022;07.12.2021;122000;0;;;;;;10.01.2022;10.01.2022;1;5
632943;1;10.01.2022;09.04.2021;10090;0;;;;;;10.01.2022;10.01.2022;1;5
633016;1;10.01.2022;03.12.2021;49504;0;;;;;;10.01.2022;10.01.2022;1;5
633023;1;10.01.2022;06.12.2021;40000;0;;;;;;10.01.2022;10.01.2022;1;5
633048;1;10.01.2022;06.12.2021;135000;0;;;;;;10.01.2022;10.01.2022;1;5
633057;1;10.01.2022;02.12.2021;24000;0;;;;;;10.01.2022;10.01.2022;1;5
633062;1;10.01.2022;30.11.2021;32000;0;;;;;;10.01.2022;10.01.2022;1;5
633115;1;10.01.2022;10.12.2021;70000;0;;;;;;10.01.2022;10.01.2022;1;5
633121;1;10.01.2022;03.12.2021;28600;0;;;;;;10.01.2022;10.01.2022;1;5
633132;1;10.01.2022;24.11.2021;50;0;;;;;;10.01.2022;10.01.2022;1;5
633158;1;10.01.2022;06.12.2021;100000;0;;;;;;10.01.2022;10.01.2022;1;5
633168;1;10.01.2022;03.11.2021;14000;0;;;;;;10.01.2022;10.01.2022;1;5
633170;1;10.01.2022;06.12.2021;40000;0;;;;;;10.01.2022;10.01.2022;1;5
633173;1;10.01.2022;09.12.2021;44500;0;;;;;;10.01.2022;10.01.2022;1;5
633175;1;10.01.2022;09.09.2021;25000;0;;;;;;10.01.2022;10.01.2022;1;5
633183;1;10.01.2022;13.12.2021;119000;0;;;;;;10.01.2022;10.01.2022;1;5
633202;1;10.01.2022;08.12.2021;162000;0;;;;;;10.01.2022;10.01.2022;1;5
633221;1;10.01.2022;13.12.2021;9700;0;;;;;;10.01.2022;10.01.2022;1;5
633240;1;10.01.2022;13.12.2021;170000;0;;;;;;10.01.2022;10.01.2022;1;5
633241;1;10.01.2022;14.12.2021;210000;0;;;;;;10.01.2022;10.01.2022;1;5
633262;1;10.01.2022;14.12.2021;110000;0;;;;;;10.01.2022;10.01.2022;1;5
633264;1;10.01.2022;14.12.2021;230000;0;;;;;;10.01.2022;10.01.2022;1;5
633265;1;10.01.2022;10.12.2021;185000;0;;;;;;10.01.2022;10.01.2022;1;5
633275;1;10.01.2022;08.12.2021;1760;0;;;;;;10.01.2022;10.01.2022;1;5
633294;1;10.01.2022;15.12.2021;5000;0;;;;;;10.01.2022;10.01.2022;1;5
633301;1;10.01.2022;13.12.2021;152000;0;;;;;;10.01.2022;10.01.2022;1;5
633317;1;10.01.2022;13.12.2021;80000;0;;;;;;10.01.2022;10.01.2022;1;5
633318;1;10.01.2022;08.12.2021;7000;0;;;;;;10.01.2022;10.01.2022;1;5
633326;1;10.01.2022;10.12.2021;30000;0;;;;;;10.01.2022;10.01.2022;1;5
633330;1;10.01.2022;14.12.2021;29240;0;;;;;;10.01.2022;10.01.2022;1;5
633332;1;10.01.2022;14.12.2021;154860;0;;;;;;10.01.2022;10.01.2022;1;5
633345;1;10.01.2022;27.10.2021;3000;0;;;;;;10.01.2022;10.01.2022;1;5
633348;1;10.01.2022;01.12.2021;5100;0;;;;;;10.01.2022;10.01.2022;1;5
633360;1;10.01.2022;15.12.2021;33000;0;;;;;;10.01.2022;10.01.2022;1;5
633363;1;10.01.2022;30.11.2021;2327;0;;;;;;10.01.2022;10.01.2022;1;5
633375;1;10.01.2022;15.12.2021;800000;0;;;;;;10.01.2022;10.01.2022;1;5
633382;1;10.01.2022;03.11.2021;1500;0;;;;;;10.01.2022;10.01.2022;1;5
633389;1;10.01.2022;26.11.2021;1466;0;;;;;;10.01.2022;10.01.2022;1;5
633419;1;10.01.2022;10.12.2021;81690;0;;;;;;10.01.2022;10.01.2022;1;5
633432;1;10.01.2022;13.12.2021;170000;0;;;;;;10.01.2022;10.01.2022;1;5
633441;1;10.01.2022;28.10.2021;18000;0;;;;;;10.01.2022;10.01.2022;1;5
633485;1;10.01.2022;15.12.2021;150000;0;;;;;;10.01.2022;10.01.2022;1;5
633557;1;10.01.2022;17.12.2021;26666,66;0;;;;;;10.01.2022;10.01.2022;1;5
633564;1;10.01.2022;18.12.2021;8500;0;;;;;;10.01.2022;10.01.2022;1;5
633571;1;10.01.2022;21.12.2021;4450;0;;;;;;10.01.2022;10.01.2022;1;5
