ID Posla;Vrsta kupoprodajnega posla;Datum uveljavitve;Datum sklenitve pogodbe;Pogodbena cena / Odškodnina;Vključenost DDV;Stopnja DDV;Datum izteka lizinga;Datum prenehanja lizinga;Opombe o pravnem poslu;Posredovanje nepremičninske agencije;Datum zadnje spremembe posla;Datum zadnje uveljavitve posla;Vrsta akta;Tržnost posla
611414;1;26.11.2021;18.06.2021;392000;1;3;;;;;07.03.2022;07.03.2022;1;5
627684;1;03.12.2021;21.04.2021;388000;1;3;;;;;17.03.2022;17.03.2022;1;5
631768;2;03.01.2022;16.12.2021;26144,6;1;4;;;;;03.01.2022;03.01.2022;1;5
631854;1;05.01.2022;10.12.2021;868399,97;1;4;;;;;05.01.2022;05.01.2022;1;5
631876;2;05.01.2022;27.12.2021;41951,65;1;4;;;;;05.01.2022;05.01.2022;1;5
631917;1;06.01.2022;01.10.2021;199000;1;3;;;;;06.01.2022;06.01.2022;1;5
631994;1;07.01.2022;24.12.2021;268400;1;4;;;;;07.01.2022;07.01.2022;1;5
632033;1;10.01.2022;06.10.2021;2562;0;;;;;;10.01.2022;10.01.2022;1;5
632035;1;10.01.2022;21.10.2021;507;0;;;;;;10.01.2022;10.01.2022;1;5
632041;1;10.01.2022;02.11.2021;120000;0;;;;;;10.01.2022;10.01.2022;1;5
632046;1;10.01.2022;22.10.2021;18050;0;;;;;;10.01.2022;10.01.2022;1;5
632050;1;10.01.2022;20.10.2021;26000;0;;;;;;10.01.2022;10.01.2022;1;5
632072;1;10.01.2022;13.11.2021;75000;0;;;;;;10.01.2022;10.01.2022;1;5
632073;1;10.01.2022;25.10.2021;3500;0;;;;;;10.01.2022;10.01.2022;1;5
632079;1;10.01.2022;13.11.2021;35500;0;;;;;;10.01.2022;10.01.2022;1;5
632081;1;10.01.2022;11.11.2021;63000;0;;;;;;10.01.2022;10.01.2022;1;5
632085;1;10.01.2022;28.09.2021;15500;0;;;;;;10.01.2022;10.01.2022;1;5
632103;1;10.01.2022;08.10.2021;330480;0;;;;;;10.01.2022;10.01.2022;1;5
632125;1;10.01.2022;05.11.2021;338000;0;;;;;;10.01.2022;10.01.2022;1;5
632159;1;10.01.2022;03.11.2021;5000;0;;;;;;10.01.2022;10.01.2022;1;5
632226;1;10.01.2022;10.11.2021;6000;0;;;;;;10.01.2022;10.01.2022;1;5
632232;1;10.01.2022;15.11.2021;2000;0;;;;;;10.01.2022;10.01.2022;1;5
632244;1;10.01.2022;15.11.2021;3900;0;;;;;;10.01.2022;10.01.2022;1;5
632249;1;10.01.2022;27.10.2021;1000;0;;;;;;10.01.2022;10.01.2022;1;5
632257;1;10.01.2022;05.11.2021;72100;0;;;;;;10.01.2022;10.01.2022;1;5
632259;1;10.01.2022;15.11.2021;6000;0;;;;;;10.01.2022;10.01.2022;1;5
632288;1;10.01.2022;12.11.2021;400000;0;;;;;;10.01.2022;10.01.2022;1;5
632302;1;10.01.2022;24.10.2021;4000;0;;;;;;10.01.2022;10.01.2022;1;5
632303;1;10.01.2022;14.10.2021;700;0;;;;;;10.01.2022;10.01.2022;1;5
632327;1;10.01.2022;27.10.2021;1540;0;;;;;;10.01.2022;10.01.2022;1;5
632331;1;10.01.2022;23.11.2021;54634,76;0;;;;;;10.01.2022;10.01.2022;1;5
632347;1;10.01.2022;28.10.2021;90000;0;;;;;;10.01.2022;10.01.2022;1;5
632352;1;10.01.2022;23.11.2021;1413;0;;;;;;10.01.2022;10.01.2022;1;5
632360;1;10.01.2022;08.11.2021;4500;0;;;;;;10.01.2022;10.01.2022;1;5
632361;1;10.01.2022;24.11.2021;280000;0;;;;;;10.01.2022;10.01.2022;1;5
632374;1;10.01.2022;23.11.2021;35000;0;;;;;;10.01.2022;10.01.2022;1;5
632375;1;10.01.2022;25.11.2021;140,91;0;;;;;;10.01.2022;10.01.2022;1;5
632378;1;10.01.2022;12.11.2021;192100;0;;;;;;10.01.2022;10.01.2022;1;5
632379;1;10.01.2022;23.11.2021;58000;0;;;;;;10.01.2022;10.01.2022;1;5
632386;1;10.01.2022;05.08.2021;6600;0;;;;;;10.01.2022;10.01.2022;1;5
632396;1;10.01.2022;17.11.2021;209000;0;;;;;;10.01.2022;10.01.2022;1;5
632432;1;10.01.2022;25.11.2021;2700;0;;;;;;10.01.2022;10.01.2022;1;5
632444;1;10.01.2022;21.11.2021;85000;0;;;;;;10.01.2022;10.01.2022;1;5
632479;1;10.01.2022;25.11.2021;63000;0;;;;;;10.01.2022;10.01.2022;1;5
632500;1;10.01.2022;22.11.2021;60000;0;;;;;;10.01.2022;10.01.2022;1;5
632519;1;10.01.2022;19.11.2021;924;0;;;;;;10.01.2022;10.01.2022;1;5
632520;1;10.01.2022;20.10.2021;14438;0;;;;;;10.01.2022;10.01.2022;1;5
632548;1;10.01.2022;29.10.2021;40999,79;0;;;;;;10.01.2022;10.01.2022;1;5
632563;1;10.01.2022;25.11.2021;12000;0;;;;;;10.01.2022;10.01.2022;1;5
632582;1;10.01.2022;18.11.2021;840;0;;;;;;10.01.2022;10.01.2022;1;5
632602;1;10.01.2022;25.11.2021;132000;0;;;;;;10.01.2022;10.01.2022;1;5
632614;1;10.01.2022;27.11.2021;2000;0;;;;;;10.01.2022;10.01.2022;1;5
632639;1;10.01.2022;23.11.2021;20000;0;;;;;;10.01.2022;10.01.2022;1;5
632647;1;10.01.2022;29.11.2021;30000;0;;;;;;10.01.2022;10.01.2022;1;5
632673;1;10.01.2022;25.11.2021;8946,54;0;;;;;;10.01.2022;10.01.2022;1;5
632718;1;10.01.2022;17.11.2021;732825;0;;;;;;10.01.2022;10.01.2022;1;5
632752;1;10.01.2022;24.11.2021;12000;0;;;;;;10.01.2022;10.01.2022;1;5
632758;1;10.01.2022;23.11.2021;1166,33;0;;;;;;10.01.2022;10.01.2022;1;5
632759;1;10.01.2022;26.11.2021;35000;0;;;;;;10.01.2022;10.01.2022;1;5
632784;1;10.01.2022;27.10.2021;100;0;;;;;;10.01.2022;10.01.2022;1;5
632828;1;10.01.2022;07.12.2021;6373,45;0;;;;;;10.01.2022;10.01.2022;1;5
632834;1;10.01.2022;03.12.2021;353,28;0;;;;;;10.01.2022;10.01.2022;1;5
632843;1;10.01.2022;23.11.2021;5772,5;0;;;;;;10.01.2022;10.01.2022;1;5
632853;1;10.01.2022;01.12.2021;260000;0;;;;;;10.01.2022;10.01.2022;1;5
632864;1;10.01.2022;26.11.2021;20000;0;;;;;;10.01.2022;10.01.2022;1;5
632871;1;10.01.2022;23.11.2021;5200;0;;;;;;10.01.2022;10.01.2022;1;5
632890;1;10.01.2022;02.12.2021;294000;0;;;;;;10.01.2022;10.01.2022;1;5
632891;1;10.01.2022;22.11.2021;120500;0;;;;;;10.01.2022;10.01.2022;1;5
632895;1;10.01.2022;03.11.2021;280000;0;;;;;;10.01.2022;10.01.2022;1;5
632928;1;10.01.2022;28.09.2021;1500;0;;;;;;10.01.2022;10.01.2022;1;5
632967;1;10.01.2022;24.11.2021;50000;0;;;;;;10.01.2022;10.01.2022;1;5
632983;1;10.01.2022;08.12.2021;110000;0;;;;;;10.01.2022;10.01.2022;1;5
633031;1;10.01.2022;06.12.2021;2300;0;;;;;;10.01.2022;10.01.2022;1;5
633034;1;10.01.2022;01.12.2021;100000;0;;;;;;10.01.2022;10.01.2022;1;5
633040;1;10.01.2022;18.11.2021;162090;0;;;;;;10.01.2022;10.01.2022;1;5
633043;1;10.01.2022;26.10.2021;6500;0;;;;;;10.01.2022;10.01.2022;1;5
633050;1;10.01.2022;07.12.2021;165000;0;;;;;;10.01.2022;10.01.2022;1;5
633070;1;10.01.2022;30.11.2021;175000;0;;;;;;10.01.2022;10.01.2022;1;5
633078;1;10.01.2022;03.12.2021;320000;0;;;;;;10.01.2022;10.01.2022;1;5
633098;1;10.01.2022;08.12.2021;27000;0;;;;;;10.01.2022;10.01.2022;1;5
633118;1;10.01.2022;07.12.2021;1500;0;;;;;;10.01.2022;10.01.2022;1;5
633120;1;10.01.2022;02.12.2021;50000;0;;;;;;10.01.2022;10.01.2022;1;5
633138;1;10.01.2022;08.12.2021;70800;0;;;;;;10.01.2022;10.01.2022;1;5
633143;1;10.01.2022;04.12.2021;171000;0;;;;;;10.01.2022;10.01.2022;1;5
633159;1;10.01.2022;18.11.2021;20000;0;;;;;;10.01.2022;10.01.2022;1;5
633244;1;10.01.2022;09.12.2021;6559;0;;;;;;10.01.2022;10.01.2022;1;5
633248;1;10.01.2022;07.12.2021;63500;0;;;;;;10.01.2022;10.01.2022;1;5
633249;1;10.01.2022;08.12.2021;35000;0;;;;;;10.01.2022;10.01.2022;1;5
633276;1;10.01.2022;23.11.2021;522;0;;;;;;10.01.2022;10.01.2022;1;5
633293;1;10.01.2022;08.12.2021;220000;0;;;;;;10.01.2022;10.01.2022;1;5
633336;1;10.01.2022;24.11.2021;57420,2;0;;;;;;10.01.2022;10.01.2022;1;5
633344;1;10.01.2022;10.12.2021;122000;0;;;;;;10.01.2022;10.01.2022;1;5
633357;1;10.01.2022;03.12.2021;71000;0;;;;;;10.01.2022;10.01.2022;1;5
633366;1;10.01.2022;09.12.2021;13717;0;;;;;;10.01.2022;10.01.2022;1;5
633395;1;10.01.2022;13.12.2021;212220;0;;;;;;10.01.2022;10.01.2022;1;5
633402;2;10.01.2022;10.01.2021;104734,56;1;4;;;;;10.01.2022;10.01.2022;1;5
633431;1;10.01.2022;17.12.2021;4750;0;;;;;;10.01.2022;10.01.2022;1;5
633469;1;10.01.2022;16.12.2021;70000;0;;;;;;10.01.2022;10.01.2022;1;5
633470;1;10.01.2022;14.12.2021;13536;0;;;;;;10.01.2022;10.01.2022;1;5
633507;1;10.01.2022;29.11.2021;211;0;;;;;;10.01.2022;10.01.2022;1;5
633510;1;10.01.2022;09.12.2021;100;0;;;;;;10.01.2022;10.01.2022;1;5
633527;1;10.01.2022;03.12.2021;3750;0;;;;;;11.01.2022;10.01.2022;1;5
633580;1;10.01.2022;15.12.2021;90000;0;;;;;;10.01.2022;10.01.2022;1;5
633592;1;10.01.2022;04.12.2021;4417;0;;;;;;10.01.2022;10.01.2022;1;5
633613;1;10.01.2022;24.11.2021;2500;0;;;;;;10.01.2022;10.01.2022;1;5
633616;1;10.01.2022;23.12.2021;180000;0;;;;;;10.01.2022;10.01.2022;1;5
633632;1;10.01.2022;14.12.2021;2100;0;;;;;;10.01.2022;10.01.2022;1;5
633653;1;10.01.2022;15.12.2021;30981,71;0;;;;;;10.01.2022;10.01.2022;1;5
633669;1;10.01.2022;14.12.2021;175000;0;;;;;;10.01.2022;10.01.2022;1;5
633670;1;10.01.2022;06.12.2021;2086;0;;;;;;10.01.2022;10.01.2022;1;5
633671;1;10.01.2022;22.12.2021;10000;0;;;;;;10.01.2022;10.01.2022;1;5
633724;2;10.01.2022;19.11.2021;30435,95;0;;;;;;10.01.2022;10.01.2022;1;5
633750;3;10.01.2022;01.12.2021;22511,35;0;;;;;;10.01.2022;10.01.2022;1;5
633803;1;10.01.2022;05.06.2021;10000;0;;;;;;10.01.2022;10.01.2022;1;5
633823;1;10.01.2022;01.08.2021;3500;0;;;;;;10.01.2022;10.01.2022;1;5
633830;1;10.01.2022;27.09.2021;120000;0;;;;;;10.01.2022;10.01.2022;1;5
633831;1;10.01.2022;29.10.2021;217526;0;;;;;;10.01.2022;10.01.2022;1;5
633859;1;10.01.2022;11.11.2021;110000;0;;;;;;10.01.2022;10.01.2022;1;5
633866;1;10.01.2022;12.11.2021;50000;0;;;;;;10.01.2022;10.01.2022;1;5
633873;1;10.01.2022;15.11.2021;90000;0;;;;;;10.01.2022;10.01.2022;1;5
633900;1;10.01.2022;16.11.2021;25500;0;;;;;;10.01.2022;10.01.2022;1;5
633916;1;10.01.2022;29.10.2021;903;0;;;;;;10.01.2022;10.01.2022;1;5
633980;1;10.01.2022;22.11.2021;280000;0;;;;;;10.01.2022;10.01.2022;1;5
633997;1;10.01.2022;24.11.2021;78000;0;;;;;;10.01.2022;10.01.2022;1;5
634014;1;10.01.2022;22.11.2021;100000;0;;;;;;10.01.2022;10.01.2022;1;5
634039;1;10.01.2022;29.11.2021;1000;0;;;;;;10.01.2022;10.01.2022;1;5
634041;1;10.01.2022;26.11.2021;83000;0;;;;;;10.01.2022;10.01.2022;1;5
634049;1;10.01.2022;25.11.2021;197000;0;;;;;;10.01.2022;10.01.2022;1;5
634063;1;10.01.2022;11.11.2021;3500;0;;;;;;10.01.2022;10.01.2022;1;5
634143;1;10.01.2022;10.11.2021;18280;0;;;;;;10.01.2022;10.01.2022;1;5
634183;1;10.01.2022;04.12.2021;300000;0;;;;;;10.01.2022;10.01.2022;1;5
634215;1;10.01.2022;20.10.2021;6495;0;;;;;;10.01.2022;10.01.2022;1;5
634247;1;10.01.2022;01.12.2021;90000;0;;;;;;10.01.2022;10.01.2022;1;5
634268;1;10.01.2022;20.11.2021;210000;0;;;;;;10.01.2022;10.01.2022;1;5
634288;1;10.01.2022;03.12.2021;48600;0;;;;;;10.01.2022;10.01.2022;1;5
634303;1;10.01.2022;03.12.2021;58500;0;;;;;;10.01.2022;10.01.2022;1;5
634313;1;10.01.2022;08.09.2021;4500;0;;;;;;10.01.2022;10.01.2022;1;5
634329;1;10.01.2022;12.10.2021;6000;0;;;;;;11.01.2022;10.01.2022;1;5
634386;1;10.01.2022;10.12.2021;136000;0;;;;;;11.01.2022;10.01.2022;1;5
634388;1;10.01.2022;01.12.2021;6000;0;;;;;;11.01.2022;10.01.2022;1;5
634395;1;11.01.2022;01.11.2021;72000;0;;;;;;11.01.2022;11.01.2022;1;5
634406;1;11.01.2022;02.12.2021;20000;0;;;;;;11.01.2022;11.01.2022;1;5
634449;1;11.01.2022;13.12.2021;30200;0;;;;;;11.01.2022;11.01.2022;1;5
634464;1;11.01.2022;16.12.2021;78000;0;;;;;;11.01.2022;11.01.2022;1;5
634513;1;11.01.2022;29.10.2021;2041,91;0;;;;;;11.01.2022;11.01.2022;1;5
634540;1;11.01.2022;19.11.2021;16000;0;;;;;;11.01.2022;11.01.2022;1;5
634567;1;11.01.2022;15.12.2021;255000;0;;;;;;11.01.2022;11.01.2022;1;5
634575;1;11.01.2022;23.12.2021;278000;0;;;;;;11.01.2022;11.01.2022;1;5
634584;1;11.01.2022;22.12.2021;95000;0;;;;;;11.01.2022;11.01.2022;1;5
634601;1;11.01.2022;24.12.2021;34000;0;;;;;;11.01.2022;11.01.2022;1;5
634661;1;11.01.2022;26.10.2021;3500;0;;;;;;11.01.2022;11.01.2022;1;5
634668;1;11.01.2022;30.10.2021;128390;0;;;;;;11.01.2022;11.01.2022;1;5
634705;1;11.01.2022;02.11.2021;85000;0;;;;;;11.01.2022;11.01.2022;1;5
634717;1;11.01.2022;15.10.2021;531;0;;;;;;11.01.2022;11.01.2022;1;5
634723;1;11.01.2022;12.11.2021;60000;0;;;;;;11.01.2022;11.01.2022;1;5
634726;1;11.01.2022;13.09.2021;7000;0;;;;;;11.01.2022;11.01.2022;1;5
634732;1;11.01.2022;03.11.2021;45000;0;;;;;;11.01.2022;11.01.2022;1;5
634767;1;11.01.2022;08.10.2021;7166;0;;;;;;11.01.2022;11.01.2022;1;5
634773;1;11.01.2022;25.10.2021;2850;0;;;;;;11.01.2022;11.01.2022;1;5
634783;1;11.01.2022;05.11.2021;12000;0;;;;;;11.01.2022;11.01.2022;1;5
634784;1;11.01.2022;19.11.2021;40000;0;;;;;;11.01.2022;11.01.2022;1;5
634792;1;11.01.2022;12.11.2021;280000;0;;;;;;11.01.2022;11.01.2022;1;5
634823;1;11.01.2022;19.11.2021;564,4;0;;;;;;11.01.2022;11.01.2022;1;5
634830;1;11.01.2022;21.11.2021;6000;0;;;;;;11.01.2022;11.01.2022;1;5
634845;1;11.01.2022;22.11.2021;60000;0;;;;;;11.01.2022;11.01.2022;1;5
634854;1;11.01.2022;14.10.2021;500;0;;;;;;11.01.2022;11.01.2022;1;5
634875;1;11.01.2022;08.10.2021;50000;0;;;;;;11.01.2022;11.01.2022;1;5
634880;1;11.01.2022;04.11.2021;2000;0;;;;;;11.01.2022;11.01.2022;1;5
634924;1;11.01.2022;16.11.2021;3200;0;;;;;;11.01.2022;11.01.2022;1;5
634931;1;11.01.2022;17.08.2021;175000;0;;;;;;11.01.2022;11.01.2022;1;5
634956;1;11.01.2022;07.09.2021;14856,6;0;;;;;;11.01.2022;11.01.2022;1;5
634999;1;11.01.2022;09.11.2021;10430;0;;;;;;11.01.2022;11.01.2022;1;5
635002;1;11.01.2022;29.11.2021;139999,99;0;;;;;;11.01.2022;11.01.2022;1;5
635007;1;11.01.2022;22.11.2021;1770;0;;;;;;11.01.2022;11.01.2022;1;5
635027;1;11.01.2022;29.11.2021;5500;0;;;;;;11.01.2022;11.01.2022;1;5
635034;1;11.01.2022;02.12.2021;271000;0;;;;;;11.01.2022;11.01.2022;1;5
635046;1;11.01.2022;29.09.2021;184,8;0;;;;;;11.01.2022;11.01.2022;1;5
635059;1;11.01.2022;30.11.2021;254000;0;;;;;;11.01.2022;11.01.2022;1;5
635062;1;11.01.2022;01.12.2021;46000;0;;;;;;11.01.2022;11.01.2022;1;5
635076;1;11.01.2022;02.12.2021;105000;0;;;;;;11.01.2022;11.01.2022;1;5
635126;1;11.01.2022;03.12.2021;79900;0;;;;;;11.01.2022;11.01.2022;1;5
635127;1;11.01.2022;02.12.2021;105000;0;;;;;;11.01.2022;11.01.2022;1;5
635133;1;11.01.2022;15.11.2021;12000;0;;;;;;11.01.2022;11.01.2022;1;5
635161;1;11.01.2022;27.10.2021;12790,7;0;;;;;;11.01.2022;11.01.2022;1;5
635180;1;11.01.2022;29.11.2021;5100;0;;;;;;11.01.2022;11.01.2022;1;5
635191;1;11.01.2022;15.11.2021;7000;0;;;;;;11.01.2022;11.01.2022;1;5
635192;1;11.01.2022;17.11.2021;31000;0;;;;;;11.01.2022;11.01.2022;1;5
635209;1;11.01.2022;06.10.2021;13800;0;;;;;;11.01.2022;11.01.2022;1;5
635224;1;11.01.2022;07.12.2021;165000;0;;;;;;11.01.2022;11.01.2022;1;5
635252;1;11.01.2022;06.12.2021;2100;0;;;;;;11.01.2022;11.01.2022;1;5
635257;1;11.01.2022;09.12.2021;15609,3;0;;;;;;11.01.2022;11.01.2022;1;5
635264;1;11.01.2022;10.12.2021;90000;0;;;;;;11.01.2022;11.01.2022;1;5
635271;1;11.01.2022;24.11.2021;20000;0;;;;;;11.01.2022;11.01.2022;1;5
635280;1;11.01.2022;23.11.2021;34960;0;;;;;;11.01.2022;11.01.2022;1;5
635306;1;11.01.2022;06.12.2021;64000;0;;;;;;11.01.2022;11.01.2022;1;5
635322;1;11.01.2022;07.12.2021;106000;0;;;;;;11.01.2022;11.01.2022;1;5
635340;1;11.01.2022;23.11.2021;1208;0;;;;;;11.01.2022;11.01.2022;1;5
635343;1;11.01.2022;12.11.2021;17000;0;;;;;;11.01.2022;11.01.2022;1;5
635388;1;11.01.2022;14.12.2021;63000;0;;;;;;11.01.2022;11.01.2022;1;5
635400;1;11.01.2022;15.12.2021;80000;0;;;;;;11.01.2022;11.01.2022;1;5
635415;1;11.01.2022;17.12.2021;120000;0;;;;;;11.01.2022;11.01.2022;1;5
635417;1;11.01.2022;13.12.2021;212000;0;;;;;;11.01.2022;11.01.2022;1;5
635422;1;11.01.2022;20.12.2021;290000;0;;;;;;11.01.2022;11.01.2022;1;5
635486;1;11.01.2022;08.11.2021;4350;0;;;;;;11.01.2022;11.01.2022;1;5
635500;1;11.01.2022;29.09.2021;18000;0;;;;;;11.01.2022;11.01.2022;1;5
635536;3;11.01.2022;10.12.2021;46000;0;;;;;;11.01.2022;11.01.2022;1;5
635538;4;11.01.2022;15.11.2021;143131;0;;;;;;11.01.2022;11.01.2022;1;4
635759;1;14.01.2022;15.07.2021;430000;1;3;;;;;12.02.2022;14.01.2022;1;
636092;2;25.01.2022;30.05.2018;55949,2;1;4;;;;;25.01.2022;25.01.2022;1;5
636114;2;25.01.2022;23.04.2019;32436,02;1;4;;;;;25.01.2022;25.01.2022;1;5
636119;2;25.01.2022;14.05.2019;444519,2;1;4;;;;;25.01.2022;25.01.2022;1;5
636121;2;25.01.2022;21.05.2019;41480;1;4;;;;;25.01.2022;25.01.2022;1;5
636163;2;26.01.2022;10.06.2021;2696,2;1;4;;;;;26.01.2022;26.01.2022;1;5
636178;2;26.01.2022;26.07.2021;79225,28;1;4;;;;;01.02.2022;26.01.2022;1;5
636220;4;27.01.2022;02.02.2021;70000;0;;;;;;27.01.2022;27.01.2022;1;4
636230;1;27.01.2022;07.07.2021;105800;1;3;;;;;27.01.2022;27.01.2022;1;5
636296;1;31.01.2022;04.03.2021;154600;1;3;;;;;31.01.2022;31.01.2022;1;5
636344;1;01.02.2022;05.08.2020;106900;1;3;;;;;01.02.2022;01.02.2022;1;5
636404;1;02.02.2022;23.06.2020;105400;1;3;;;;;02.02.2022;02.02.2022;1;5
636460;2;03.02.2022;08.10.2021;141233,3;1;4;;;;;03.02.2022;03.02.2022;1;5
636606;1;10.02.2022;08.10.2018;210;0;;;;;;10.02.2022;10.02.2022;1;5
636610;1;10.02.2022;17.09.2021;74804,5;0;;;;;;10.02.2022;10.02.2022;1;5
636613;1;10.02.2022;14.04.2021;2000;0;;;;;;10.02.2022;10.02.2022;1;5
636644;1;10.02.2022;12.11.2021;25;0;;;;;;10.02.2022;10.02.2022;1;5
636676;1;10.02.2022;12.10.2021;10000;0;;;;;;10.02.2022;10.02.2022;1;5
636685;1;10.02.2022;26.11.2021;14886,05;0;;;;;;10.02.2022;10.02.2022;1;5
636710;1;10.02.2022;24.11.2021;55000;0;;;;;;10.02.2022;10.02.2022;1;5
636734;1;10.02.2022;02.12.2021;72500;0;;;;;;10.02.2022;10.02.2022;1;5
636751;1;10.02.2022;08.12.2021;3450000;0;;;;;;10.02.2022;10.02.2022;1;5
636784;1;10.02.2022;27.10.2021;160000;0;;;;;;10.02.2022;10.02.2022;1;5
636789;1;10.02.2022;31.05.2021;1007;0;;;;;;10.02.2022;10.02.2022;1;5
636790;1;10.02.2022;03.12.2021;4000;0;;;;;;10.02.2022;10.02.2022;1;5
636798;2;10.02.2022;24.11.2021;22200;0;;;;;;10.02.2022;10.02.2022;1;5
636812;1;10.02.2022;06.12.2021;100000;0;;;;;;10.02.2022;10.02.2022;1;5
636829;1;10.02.2022;14.12.2021;230000;0;;;;;;10.02.2022;10.02.2022;1;5
636864;1;10.02.2022;15.11.2021;2600;0;;;;;;10.02.2022;10.02.2022;1;5
636866;2;10.02.2022;17.11.2021;173742;0;;;;;;10.02.2022;10.02.2022;1;5
636890;1;10.02.2022;15.12.2021;27000;0;;;;;;10.02.2022;10.02.2022;1;5
636904;1;10.02.2022;09.12.2021;45000;0;;;;;;10.02.2022;10.02.2022;1;5
636908;1;10.02.2022;05.12.2021;125000;0;;;;;;10.02.2022;10.02.2022;1;5
636910;1;10.02.2022;15.12.2021;80000;0;;;;;;10.02.2022;10.02.2022;1;5
636967;1;10.02.2022;15.12.2021;16000;0;;;;;;10.02.2022;10.02.2022;1;5
636990;1;10.02.2022;13.12.2021;144100;0;;;;;;10.02.2022;10.02.2022;1;5
636993;1;10.02.2022;18.12.2021;3000;0;;;;;;10.02.2022;10.02.2022;1;5
637010;1;10.02.2022;23.11.2021;10400;0;;;;;;10.02.2022;10.02.2022;1;5
637022;1;10.02.2022;17.12.2021;52000;0;;;;;;10.02.2022;10.02.2022;1;5
637055;1;10.02.2022;12.11.2021;150000;0;;;;;;10.02.2022;10.02.2022;1;5
637065;1;10.02.2022;27.08.2021;2500;0;;;;;;10.02.2022;10.02.2022;1;5
637066;1;10.02.2022;22.12.2021;70000;0;;;;;;10.02.2022;10.02.2022;1;5
637106;1;10.02.2022;09.12.2021;43500;0;;;;;;10.02.2022;10.02.2022;1;5
637139;1;10.02.2022;25.11.2021;9781;0;;;;;;10.02.2022;10.02.2022;1;5
637140;1;10.02.2022;25.11.2021;35766;0;;;;;;10.02.2022;10.02.2022;1;5
637162;1;10.02.2022;24.12.2021;92920;0;;;;;;10.02.2022;10.02.2022;1;5
637168;1;10.02.2022;24.12.2021;80000;0;;;;;;10.02.2022;10.02.2022;1;5
637170;1;10.02.2022;21.12.2021;19000;0;;;;;;10.02.2022;10.02.2022;1;5
637181;1;10.02.2022;23.12.2021;142000;0;;;;;;10.02.2022;10.02.2022;1;5
637185;1;10.02.2022;07.12.2021;135000;0;;;;;;10.02.2022;10.02.2022;1;5
637209;1;10.02.2022;27.12.2021;145000;0;;;;;;10.02.2022;10.02.2022;1;5
637227;1;10.02.2022;29.10.2021;6000;0;;;;;;10.02.2022;10.02.2022;1;5
637239;1;10.02.2022;12.11.2021;30000;0;;;;;;10.02.2022;10.02.2022;1;5
637250;1;10.02.2022;21.10.2021;374;0;;;;;;10.02.2022;10.02.2022;1;5
637251;1;10.02.2022;22.12.2021;98000;0;;;;;;10.02.2022;10.02.2022;1;5
637257;3;10.02.2022;03.10.2021;76800;0;;;;;;10.02.2022;10.02.2022;1;5
637271;1;10.02.2022;23.12.2021;121000;0;;;;;;10.02.2022;10.02.2022;1;5
637278;1;10.02.2022;22.12.2021;16000;0;;;;;;10.02.2022;10.02.2022;1;5
637291;1;10.02.2022;27.12.2021;25000;0;;;;;;10.02.2022;10.02.2022;1;5
637308;3;10.02.2022;21.12.2021;220000;0;;;;;;10.02.2022;10.02.2022;1;5
637310;1;10.02.2022;20.12.2021;70000;0;;;;;;10.02.2022;10.02.2022;1;5
637331;1;10.02.2022;17.11.2021;1000;0;;;;;;10.02.2022;10.02.2022;1;5
637358;1;10.02.2022;17.12.2021;20000;0;;;;;;10.02.2022;10.02.2022;1;5
637370;1;10.02.2022;09.11.2021;1621,4;0;;;;;;10.02.2022;10.02.2022;1;5
637401;4;10.02.2022;28.12.2021;7067;0;;;;;;10.02.2022;10.02.2022;1;4
637420;1;10.02.2022;17.12.2021;80000;0;;;;;;10.02.2022;10.02.2022;1;5
637423;1;10.02.2022;13.12.2021;20000;0;;;;;;10.02.2022;10.02.2022;1;5
637427;1;10.02.2022;30.12.2021;15150;0;;;;;;10.02.2022;10.02.2022;1;5
637451;1;10.02.2022;13.12.2021;2000;0;;;;;;10.02.2022;10.02.2022;1;5
637485;1;10.02.2022;25.11.2021;150000;0;;;;;;10.02.2022;10.02.2022;1;5
637489;2;10.02.2022;24.12.2021;48520;0;;;;;;10.02.2022;10.02.2022;1;5
637494;1;10.02.2022;16.12.2021;10000;0;;;;;;10.02.2022;10.02.2022;1;5
637498;1;10.02.2022;16.11.2021;38601,6;0;;;;;;10.02.2022;10.02.2022;1;5
637500;1;10.02.2022;30.12.2021;5000;0;;;;;;10.02.2022;10.02.2022;1;5
637537;1;10.02.2022;23.11.2021;28000;0;;;;;;10.02.2022;10.02.2022;1;5
637566;1;10.02.2022;03.01.2022;17500;0;;;;;;10.02.2022;10.02.2022;1;5
637639;1;10.02.2022;30.12.2021;34000;0;;;;;;10.02.2022;10.02.2022;1;5
637650;1;10.02.2022;20.12.2021;260;0;;;;;;10.02.2022;10.02.2022;1;5
637658;1;10.02.2022;16.12.2021;21000;0;;;;;;10.02.2022;10.02.2022;1;5
637662;1;10.02.2022;02.12.2021;28432,2;0;;;;;;10.02.2022;10.02.2022;1;5
637674;1;10.02.2022;18.11.2021;380;0;;;;;;10.02.2022;10.02.2022;1;5
637677;1;10.02.2022;23.12.2021;1500;0;;;;;;10.02.2022;10.02.2022;1;5
637681;1;10.02.2022;20.05.2021;387000;1;3;;;;;12.02.2022;10.02.2022;1;
637684;1;10.02.2022;15.12.2021;9700,04;0;;;;;;10.02.2022;10.02.2022;1;5
637691;1;10.02.2022;28.12.2021;35000;0;;;;;;10.02.2022;10.02.2022;1;5
