ID Posla;Šifra KO;Ime KO;Občina;Številka stavbe;Številka dela stavbe;Parcelna številka za geolokacijo;Interna oznaka dela stavbe;Evidentiranost dela stavbe;Naselje;Ulica;Hišna številka;Dodatek HŠ;Številka stanovanja ali poslovnega prostora;Vrsta dela stavbe;Leto izgradnje dela stavbe;Stavba je dokončana;Gradbena faza;Novogradnja;Prodana površina;Prodani delež dela stavbe;Prodana površina dela stavbe;Prodana uporabna površina dela stavbe;Nadstropje dela stavbe;Število zunanjih parkirnih mest;Atrij;Površina atrija;Opombe o nepremičnini;Dejanska raba dela stavbe;Lega dela stavbe v stavbi;Število sob;Površina dela stavbe;Uporabna površina;Prostori dela stavbe;Pogodbena cena dela stavbe;Stopnja DDV dela stavbe
633822;1785;SELA;;155;1;;;1;;;;;;13;1958;1;;;214;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;drugo;;214,2;214,2; kmetijski prostor;;
634105;1731;UDMAT;LJUBLJANA;756;1;;;1;LJUBLJANA;PARTIZANSKA ULICA;13;;1;1;1902;1;;;106;1/1;;;;;;;;2 - Stanovanje;nadstropje;;105,9;85; bivalni prostor | odprta terasa, balkon, loža;;
636660;1738;DRAVLJE;LJUBLJANA;1911;1;;;1;LJUBLJANA;SOJERJEVA ULICA;15;;;1;1953;1;;;133;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;133;133; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
636350;660;STUDENCI;MARIBOR;4797;204;;;1;;;;;;15;2022;1;;1;3,3;1/1;;;;;;;;33 - Klet;klet;;3,3;3,3; klet;;
642251;1959;DOMŽALE;DOMŽALE;4992;56;;;1;DOMŽALE;LJUBLJANSKA CESTA;84;;56;2;1982;1;;;44;1/1;;;;;;;;2 - Stanovanje;nadstropje;;44,3;35,9; bivalni prostor;;
642407;15;ADRIJANCI;;206;1;;;1;;;;;;13;1929;1;;;144;1/1;;;;;;;;29 - Del stavbe za spravilo pridelka;pritličje;;144;144; kmetijski prostor;;
633432;1073;TRNOVLJE;CELJE;1433;1;;;1;TRNOVLJE PRI CELJU;GAJI;42;;;1;1966;1;;;223;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;222,8;159,2; bivalni prostor | garaža | odprta terasa, balkon, loža | shramba, sušilnica, pralnica | tehnični prostor;;
634124;1959;DOMŽALE;DOMŽALE;5906;1;;;1;;;;;1;15;1995;1;;;6;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;6;6; kmetijski prostor;;
641326;1728;LJUBLJANA MESTO;LJUBLJANA;304;25;;;1;LJUBLJANA;KRIŽEVNIŠKA ULICA;14;;5;2;1700;1;;;132;1/1;;;;;;;;2 - Stanovanje;nadstropje;;131,8;131,8; bivalni prostor | shramba, sušilnica, pralnica;;
633834;1901;MLAKA;KOMENDA;187;2;;;1;MLAKA;MLAKA;4;;;11;1979;1;;;512;1/1;;;;;;;;21 - Skladišče;pritličje;;512,3;512,3; proizvodni in skladiščni prostor;;
642474;882;RAVNE;RAVNE NA KOROŠKEM;633;1;;;1;;;;;;4;1967;1;;;15;1/1;;;;;;;;15 - Garaža;pritličje;;15;15; garaža;;
640889;2631;PORTOROŽ;PIRAN;5463;44;;;1;LUCIJA;OBALA;114;B;44;7;2000;1;;;60;1/1;;;;;;;;25 - Del stavbe za zdravstveno oskrbo;nadstropje;;60,2;60,2; poslovni prostor;;
638691;2448;GORNJE VREME;DIVAČA;187;1;;;1;;;;;;1;1948;1;;;62;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;62,2;38,1; bivalni prostor | garaža;;
641034;2605;KOPER;KOPER;1585;3;;;1;KOPER;MUŽČEV TRG;7;;2;2;1900;1;;;28;1/1;;;;;;;;2 - Stanovanje;nadstropje;;28,4;28,4; bivalni prostor;;
641503;105;MURSKA SOBOTA;;10451;1;;;1;;;;;;8;1930;1;;;56;1/2;;;;;;;;12 - Del stavbe za opravljanje storitev;pritličje;;56,1;40,9; lokal, prodajalna;;
642362;492;GRUŠKOVJE;;360;1;;;1;;;;;;13;1900;1;;;24;1/2;;;;;;;;29 - Del stavbe za spravilo pridelka;pritličje;;24;24; kmetijski prostor;;
633566;2226;VRSNO;;259;1;;;1;;;;;;13;1920;1;;;59;1/1;;;;;;;;29 - Del stavbe za spravilo pridelka;pritličje;;58,8;58,8; kmetijski prostor;;
634342;681;POBREŽJE;MARIBOR;289;1;;;1;;;;;;4;1970;1;;;15;1/1;;;;;;;;15 - Garaža;pritličje;;15;15; garaža;;
635150;2590;HRIBI;KOPER;281;1;;;1;HRVATINI;HRVATINI;57;A;;1;1989;1;;;162;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;nadstropje;;162;113,4; bivalni prostor | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
633900;1811;DOBRAVA;IVANČNA GORICA;163;1;;;1;;;;;;15;1870;1;;;220;1/1;;;;;;;;29 - Del stavbe za spravilo pridelka;pritličje;;220,2;220,2; kmetijski prostor;;
642581;1735;STOŽICE;LJUBLJANA;1007;1;;;1;;;;;;14;1990;1;;;45;1/1;;;;;;;;33 - Klet;drugo;;45;45; klet;;
635005;1736;BRINJE I;LJUBLJANA;1404;33;;;1;LJUBLJANA;DUNAJSKA CESTA;129;;5;3;1996;1;;;13;1/1;;;;;;;;16 - Garažno parkirno mesto;klet;;12,5;12,5; garažni parkirni prostor;;
633432;1073;TRNOVLJE;CELJE;2658;1;;;1;;;;;;14;1966;1;;;73;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;73,2;51,7; bivalni prostor | garaža | klet | shramba, sušilnica, pralnica;;
637676;2475;ŠMIHEL POD NANOSOM;POSTOJNA;13;5;;;1;ŠMIHEL POD NANOSOM;ŠMIHEL POD NANOSOM;10;;3;1;1889;1;;;80;1/2;;;;;;;;2 - Stanovanje;nadstropje;;79,5;70,1; bivalni prostor | odprta terasa, balkon, loža;;
641352;1300;BREŽICE;BREŽICE;932;1;;;1;;;;;;14;1710;1;;;48;1/1;;;;;;;;21 - Skladišče;pritličje;;48,3;48,3; proizvodni in skladiščni prostor;;
633778;1341;KOPRIVNICA;;179;1;;;1;;;;;;13;1982;1;;;12;11/40;;;;;;;;29 - Del stavbe za spravilo pridelka;pritličje;;12;12; kmetijski prostor;;
640694;261;STARA CESTA;LJUTOMER;217;1;;;1;STARA CESTA;STARA CESTA;24;;;1;1967;1;;;58;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;58,1;38,1; bivalni prostor | klet;;
638771;1973;MEDVODE;MEDVODE;1264;1;;;1;;;;;;2;2000;0;3;;38;1/5;;;;;;;;2 - Stanovanje;pritličje;;37,6;0; nedokončan prostor;;
634366;2455;SEŽANA;SEŽANA;1006;32;;;1;;;;;21;5;1990;1;;;11;1/1;;;;;;;;9 - Poslovni del stavbe;nadstropje;;10,9;10,9; poslovni prostor;;
643363;2027;STARA LOKA;ŠKOFJA LOKA;1575;42;;;1;ŠKOFJA LOKA;CESTA TALCEV;3;D;94;2;2021;1;;1;120,14;1/2;;;;;;;;2 - Stanovanje;nadstropje;;71,3;40; bivalni prostor | garažni parkirni prostor;;
634055;1772;SLAPE;LJUBLJANA;5020;3;;;1;LJUBLJANA;POLJE, CESTA VI;22;;20;2;1977;1;;;62;1/1;;;;;;;;2 - Stanovanje;nadstropje;;62;57,8; bivalni prostor | odprta terasa, balkon, loža;;
632388;2113;ZALOG;CERKLJE NA GORENJSKEM;522;1;;;1;ZALOG PRI CERKLJAH;ZALOG PRI CERKLJAH;113;;;1;2015;1;;;88;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;88,4;70; bivalni prostor | klet | shramba, sušilnica, pralnica;;
641404;532;LENART V SLOVENSKIH GORICAH;LENART;838;29;;;1;LENART V SLOV. GORICAH;MAISTROVA ULICA;9;;12;2;1977;1;;;63;1/1;;;;;;;;2 - Stanovanje;nadstropje;;62,9;49,7; bivalni prostor | klet | zaprta terasa, balkon, loža;;
632333;1075;OSTROŽNO;CELJE;2831;7;;;1;CELJE;NOVI TRG;22;;7;2;2009;1;;;102;1/1;;;;;;;;2 - Stanovanje;nadstropje;;102,2;85; bivalni prostor | klet | odprta terasa, balkon, loža;;
635111;824;HUDI KOT;RIBNICA NA POHORJU;387;1;;;1;;;;;;13;1967;1;;;14;1/1;;;;;;;;27 - Hlev;pritličje;;14;14; kmetijski prostor;;
633263;1727;POLJANSKO PREDMESTJE;LJUBLJANA;1995;677;;;1;LJUBLJANA;GLONARJEVA ULICA;4;;677;3;2004;1;;;15;1/1;;;;;;;;16 - Garažno parkirno mesto;klet;;14,7;14,7; garažni parkirni prostor;;
637536;1012;VRANSKO;VRANSKO;241;2;;;1;VRANSKO;VRANSKO;53;;3;9;1850;1;;;102;100/200;;;;;;;;7 - Prehrambni gostinski obrat;pritličje;;101,8;96; lokal, prodajalna;;
643478;2027;STARA LOKA;ŠKOFJA LOKA;1575;2;;;1;ŠKOFJA LOKA;CESTA TALCEV;3;C;51;2;2021;1;;1;78,06;1/2;;;;;;;;2 - Stanovanje;klet;;107,1;57,9; bivalni prostor | garažni parkirni prostor | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
635220;849;STARI TRG;SLOVENJ GRADEC;573;1;;;1;SLOVENJ GRADEC;STARI TRG;55;;;1;1900;1;;;300;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;299,7;121,3; bivalni prostor | klet | odprta terasa, balkon, loža;;
641417;863;ŠENTILJ POD TURJAKOM;MISLINJA;167;1;;;1;;;;;;13;1980;1;;;400;1/1;;;;;;;;27 - Hlev;pritličje;;400;400; kmetijski prostor;;
641517;2122;HUJE;KRANJ;618;20;;;1;KRANJ;ULICA TONČKA DEŽMANA;2;;20;2;1979;1;;;30;1/1;;;;;;;;2 - Stanovanje;nadstropje;;29,5;23,1; bivalni prostor | klet | odprta terasa, balkon, loža;;
636635;1964;IHAN;DOMŽALE;685;1;;;1;;;;;;15;1907;1;;;84;1/1;;;;;;;;29 - Del stavbe za spravilo pridelka;pritličje;;84;84; kmetijski prostor;;
639038;1076;MEDLOG;;1694;1;;;1;;;;;;4;1967;1;;;13;1/1;;;;;;;;15 - Garaža;pritličje;;12,5;12,5; garaža;;
633899;1696;RUDNIK;;1943;1;;;1;;;;;;15;1900;1;;;395;1/1;;;;;;;;33 - Klet;drugo;;395,1;395,1; klet;;
636888;1308;VELIKA DOLINA;BREŽICE;516;1;;;1;;;;;;13;1905;1;;;32;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;32;32; kmetijski prostor;;
639006;964;VELENJE;VELENJE;1481;1;;;1;VELENJE;TOMŠIČEVA CESTA;23;;1;2;1958;1;;;64;1/1;;;;;;;;2 - Stanovanje;pritličje;;63,7;48; bivalni prostor | klet | odprta terasa, balkon, loža;;
632269;2636;BEŽIGRAD;LJUBLJANA;158;3;;;1;LJUBLJANA;GLAVARJEVA ULICA;16;;3;2;1965;1;;;75;1/1;;;;;;;;2 - Stanovanje;pritličje;;75,3;74,4; bivalni prostor | klet;;
633692;942;GORNJI GRAD;GORNJI GRAD;481;5;;;1;GORNJI GRAD;KOCBEKOVA CESTA;23;;5;5;1974;1;;;49;1/1;;;;;;;;9 - Poslovni del stavbe;nadstropje;;49,2;49,2; poslovni prostor;;
640962;2155;HRAŠE;RADOVLJICA;481;4;;;1;LESCE;FINŽGARJEVA ULICA;4;A;4;2;1979;1;;;81;1/1;;;;;;;;2 - Stanovanje;pritličje;;80,6;68,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
642031;1730;MOSTE;LJUBLJANA;4067;29;;;1;LJUBLJANA;ZALOŠKA CESTA;76;;36;2;1967;1;;;40;1/1;;;;;;;;2 - Stanovanje;nadstropje;;40,2;40,2; bivalni prostor;;
641307;2630;PIRAN;PIRAN;2239;1;;;1;PIRAN;ŽUPANČIČEVA ULICA;15;A;;8;1900;1;;;30;1/1;;;;;;;;7 - Prehrambni gostinski obrat;pritličje;;29,7;29,7; lokal, prodajalna;;
632349;1770;KAŠELJ;LJUBLJANA;2638;1;;;1;LJUBLJANA;MAZOVČEVA POT;5;;1;2;1973;1;;;105;1/4;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;pritličje;;104,7;67; bivalni prostor | klet | odprta terasa, balkon, loža;;
632099;947;ZAVODNJE;ŠOŠTANJ;317;1;;;1;ZAVODNJE;ZAVODNJE;1;B;;1;1985;0;6;;235;1/6;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;234,9;135; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
640804;657;MARIBOR GRAD;MARIBOR;894;314;;;1;;;;;;4;1993;1;;;14;1/1;;;;;;;;16 - Garažno parkirno mesto;klet;;14,3;14,3; garažni parkirni prostor;;
642076;1710;GRADIŠČE;ŠKOFLJICA;1422;2;;;1;SMRJENE;SMRJENE;22;A;;15;2010;1;;;9;1/1;;;;;;;;9 - Poslovni del stavbe;mansarda;;8,7;8,7; poslovni prostor;;
632644;105;MURSKA SOBOTA;MURSKA SOBOTA;551;10;;;1;MURSKA SOBOTA;GREGORČIČEVA ULICA;55;;10;2;1976;1;;;65;1/1;;;;;;;;2 - Stanovanje;nadstropje;;64,8;60,9; bivalni prostor;;
640554;1457;ŽDINJA VAS;NOVO MESTO;1121;1;;;1;TRŠKA GORA;TRŠKA GORA;2;;;1;1972;1;;;166;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;166,4;79,6; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
627678;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;5369;3;;;1;LJUBLJANA;ULICA ALOJZA KAJINA;4;;3;2;2021;1;;1;132;1/1;;;;;;;;2 - Stanovanje;nadstropje;;132;66,4; bivalni prostor | klet | odprta terasa, balkon, loža;;
642162;90;FOKOVCI;;69;1;;;1;;;;;;13;1900;1;;;212;1/1;;;;;;;;33 - Klet;drugo;;212,4;212,4; klet;;
641348;1193;MALE RODNE;ROGAŠKA SLATINA;199;1;;;1;;;;;;4;1910;1;;;22;1/1;;;;;;;;15 - Garaža;pritličje;;22;22; garaža;;
638766;1737;TABOR;LJUBLJANA;1007;218;;;1;;;;;218;3;2004;1;;;13;1/1;;;;;;;;15 - Garaža;klet;;12,8;12,8; garaža;;
635020;603;KOZJAK;;415;1;;;1;;;;;;4;1990;1;;;15;1/1;;;;;;;;15 - Garaža;pritličje;;15,4;15,4; garaža;;
641699;2315;ŠEMPETER;ŠEMPETER-VRTOJBA;1269;2;;;1;ŠEMPETER PRI GORICI;ULICA ANDREJA GABRŠČKA;88;;2;1;1968;1;;;166;1/1;;;;;;;;2 - Stanovanje;pritličje;;166,3;124,6; bivalni prostor | klet | odprta terasa, balkon, loža;;
642672;1733;BIZOVIK;LJUBLJANA;1339;1;;;1;;;;;;13;1979;1;;;14;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;drugo;;14,4;14,4; kmetijski prostor;;
637931;2321;GRADIŠČE;;37;1;;;1;;;;;;1;1975;1;;;82;1/2;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;163,4;107; bivalni prostor | klet;;
642362;492;GRUŠKOVJE;;389;1;;;1;;;;;;13;1900;1;;;96;1/2;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;96;96; kmetijski prostor;;
633560;1074;SPODNJA HUDINJA;CELJE;433;1;;;1;CELJE;ULICA FRANKOLOVSKIH ŽRTEV;3;;1;2;1983;1;;;56;1/1;;;;;;;;2 - Stanovanje;klet;;55,9;45,3; bivalni prostor | klet;;
635946;804;RADLJE OB DRAVI;RADLJE OB DRAVI;2114;11;;;1;RADLJE OB DRAVI;PRISOJA;8;;11;1;2021;1;;1;59,9;1/1;;;;;;;;2 - Stanovanje;nadstropje;;59,9;56,1; bivalni prostor | odprta terasa, balkon, loža;;
636992;1476;ŠENTJERNEJ;ŠENTJERNEJ;1687;1;;;1;;;;;;14;1985;1;;;10;1/1;;;;;;;;57 - Drvarnica;pritličje;;9,5;9,5; kmetijski prostor;;
638950;184;GORNJA RADGONA;GORNJA RADGONA;890;18;;;1;GORNJA RADGONA;PORABSKA ULICA;2;;18;2;1980;1;;;54;1/1;;;;;;;;2 - Stanovanje;nadstropje;;54,2;50,4; bivalni prostor | klet;;
641257;1766;PETELINJE;DOL PRI LJUBLJANI;266;13;;;1;DOLSKO;DOLSKO;112;;105;2;2003;1;;;64;1/1;;;;;;;;2 - Stanovanje;nadstropje;;64,1;54,1; bivalni prostor | klet | odprta terasa, balkon, loža;;
632575;400;PTUJ;PTUJ;4371;130;;;1;PTUJ;VODNIKOVA ULICA;2;;128;6;1995;1;;;161;1/1;;;;;;;;9 - Poslovni del stavbe;pritličje;;160,5;160,5; poslovni prostor;;
633835;2560;HRPELJE;HRPELJE-KOZINA;120;1;;;1;KOZINA;BAZOVIŠKA CESTA;2;;1;2;1820;1;;;152;1/1;;;;;;;;2 - Stanovanje;nadstropje;;151,6;151,6; bivalni prostor;;
634309;2135;DRULOVKA;KRANJ;270;1;;;1;KRANJ;ZASAVSKA CESTA;56;;;1;1957;1;;;129;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;129,1;87,2; bivalni prostor | klet | odprta terasa, balkon, loža;;
637914;2636;BEŽIGRAD;LJUBLJANA;3909;63;;;1;;;;;63;3;2007;1;;;12;1/1;;;;;;;;15 - Garaža;klet;;11,5;11,5; garaža;;
642161;1077;CELJE;CELJE;2985;30;;;1;CELJE;PREŠERNOVA ULICA;11;;;15;1860;1;;;13;1/1;;;;;;;;37 - Skupni komunikacijski prostor;pritličje;;12,9;12,9; skupni komunikacijski prostor;;
632568;1789;PONOVA VAS;GROSUPLJE;166;1;;;1;PONOVA VAS;PONOVA VAS;46;;;13;1979;1;;;112;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;112;112; kmetijski prostor;;
638772;1835;HOTIČ;LITIJA;1492;3;;;1;;;;;;14;1928;1;;;5;1/1;;;;;;;;33 - Klet;pritličje;;4,9;4,9; klet;;
642731;688;ZGORNJA KORENA;DUPLEK;452;1;;;1;ZGORNJA KORENA;ZGORNJA KORENA;5;E;;1;2005;1;;;120;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;120;80; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
635520;2713;OB ŽELEZNICI;MARIBOR;190;41;;;1;MARIBOR;TRŽAŠKA CESTA;37;A;41;5;1977;1;;;14;1/1;;;;;;;;9 - Poslovni del stavbe;klet;;13,5;13,5; poslovni prostor;;
631245;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;5370;9;;;1;LJUBLJANA;ULICA ALOJZA KAJINA;6;;9;2;2021;1;;1;124,8;1/1;;;;;;;;2 - Stanovanje;nadstropje;;124,8;108,2; bivalni prostor | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
634982;2706;ZELENA JAMA;LJUBLJANA;458;1;;;1;;;;;;4;1966;1;;;15;1/1;;;;;;;;15 - Garaža;pritličje;;15;15; garaža;;
640293;2604;BERTOKI;KOPER;4201;1;;;1;;;;;;13;1963;1;;;45;2/3;;;;;;;;27 - Hlev;pritličje;;45;45; kmetijski prostor;;
639961;656;BREZJE;MARIBOR;3715;1;;;1;;;;;;1;2022;1;;1;186,9;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;186,9;154,8; bivalni prostor | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
636836;1970;SMLEDNIK;MEDVODE;552;1;;;1;SMLEDNIK;SMLEDNIK;19;;;1;2007;1;;;420;1/2;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;drugo;;420;20; bivalni prostor | garaža | odprta terasa, balkon, loža;;
640002;1074;SPODNJA HUDINJA;CELJE;3984;28;;L2;1;CELJE;OPEKARNIŠKA CESTA;24;;28;6;2020;1;;1;55;1/1;;;;;;;;10 - Trgovski del stavbe;pritličje;;55;55; lokal, prodajalna;;
637763;2248;TOLMIN;TOLMIN;466;1;;;1;TOLMIN;NA HRIBIH;40;;1;2;1974;1;;;115;1/1;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;pritličje;;114,9;84,2; bivalni prostor | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
643503;2027;STARA LOKA;ŠKOFJA LOKA;1575;57;;;1;ŠKOFJA LOKA;CESTA TALCEV;3;F;12;2;2021;1;;1;74,59;1/2;;;;;;;;2 - Stanovanje;nadstropje;;109,9;62,4; bivalni prostor | garažni parkirni prostor | odprta terasa, balkon, loža;;
641071;979;PONIKVA;ŽALEC;263;1;;;1;;;;;;13;1948;1;;;20;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;19,8;19,8; kmetijski prostor;;
641849;1042;PANEČE;LAŠKO;435;1;;;1;POLANA;POLANA;66;A;;1;1998;1;;;111;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;111,4;93,4; bivalni prostor | odprta terasa, balkon, loža | prostor z omejeno uporabo | shramba, sušilnica, pralnica;;
640419;951;HRASTOVEC;VELENJE;75;1;;;1;ŠKALSKE CIRKOVCE;ŠKALSKE CIRKOVCE;23;A;;1;1962;1;;;138;5/6;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;165,3;93,5; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | zaprta terasa, balkon, loža;;
638026;105;MURSKA SOBOTA;MURSKA SOBOTA;1670;16;;;1;MURSKA SOBOTA;MOJSTRSKA ULICA;2;;16;2;1974;1;;;26;1/1;;;;;;;;2 - Stanovanje;nadstropje;;25,9;24,7; bivalni prostor | klet;;
635425;368;DRSTELJA;DESTRNIK;80;1;;;1;;;;;;1;1997;1;;;255;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;255,4;0; nedokončan prostor;;
634207;189;HERCEGOVŠČAK;GORNJA RADGONA;164;2;;;1;PODGRAD;PODGRAD;21;;2;15;1953;1;;;138;1/1;;;;;;;;39 - Ruševina;pritličje;;137,7;0; ruševina;;
642545;705;SLIVNICA;HOČE-SLIVNICA;228;1;;;1;SLIVNICA PRI MARIBORU;NA GMAJNI;11;;;1;1920;1;;;135;1/3;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;134,9;63,4; bivalni prostor | klet;;
642541;2635;ROGAŠKA SLATINA;ROGAŠKA SLATINA;902;2;;;1;ROGAŠKA SLATINA;STEKLARSKA ULICA;7;;2;1;1949;1;;;66;1/1;;;;;;;;2 - Stanovanje;pritličje;;66,1;54,1; bivalni prostor | klet;;
639817;850;SLOVENJ GRADEC;SLOVENJ GRADEC;2291;7;;;1;SLOVENJ GRADEC;OZARE;66;;7;2;2020;1;;1;68,2;1/1;;;;;;;;2 - Stanovanje;nadstropje;;68,2;62,9; bivalni prostor | odprta terasa, balkon, loža;;
637429;1430;KNEŽJA VAS;TREBNJE;923;1;;;1;LISEC;LISEC;84;G;;13;1960;1;;;44;1/1;;;;;;;;29 - Del stavbe za spravilo pridelka;pritličje;;44;44; kmetijski prostor;;
636557;660;STUDENCI;MARIBOR;4797;37;;;1;;;;;37;2;2022;1;;1;73,8;1/1;;;;;;;;2 - Stanovanje;nadstropje;;73,8;65,9; bivalni prostor | odprta terasa, balkon, loža;;
636381;660;STUDENCI;MARIBOR;4797;212;;;1;;;;;;15;2022;1;;1;3,3;1/1;;;;;;;;33 - Klet;klet;;3,3;3,3; klet;;
640950;699;HOČKO POHORJE;HOČE-SLIVNICA;235;1;;;1;HOČKO POHORJE;HOČKO POHORJE;33;;;1;1957;1;;;111;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;111,4;73; bivalni prostor | klet | odprta terasa, balkon, loža;;
637866;380;PRERAD;DORNAVA;154;1;;;1;;;;;;4;1992;1;;;26;1/1;;;;;;;;15 - Garaža;pritličje;;26,2;26,2; garaža;;
634707;2631;PORTOROŽ;PIRAN;4655;6;;;1;SEČA;SEČA;80;;6;2;1960;1;;;47;1/1;;;;;;;;2 - Stanovanje;nadstropje;;47,4;47,4; bivalni prostor;;
642037;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;2922;1;;;1;LJUBLJANA;CESTA DVEH CESARJEV;170;;1;11;1974;1;;;238;1/1;;;;;;;;21 - Skladišče;pritličje;;238,1;238,1; proizvodni in skladiščni prostor;;
632643;1732;ŠTEPANJA VAS;LJUBLJANA;122;1;;;1;;;;;;4;1995;1;;;16;1/1;;;;;;;;15 - Garaža;pritličje;;16;16; garaža;;
635503;1077;CELJE;CELJE;1391;105;;;1;CELJE;PREŠERNOVA ULICA;8;;3;2;1880;1;;;63;1/1;;;;;;;;2 - Stanovanje;nadstropje;;63,2;42; bivalni prostor | klet;;
633203;655;MELJE;MARIBOR;459;49;;;1;MARIBOR;MELJSKA CESTA;36;;49;5;1900;1;;;29;1/1;;;;;;;;9 - Poslovni del stavbe;mansarda;;29;29; poslovni prostor;;
640841;1978;STUDENČICE;MEDVODE;40;1;;;1;;;;;;15;1977;1;;;9;1/1;;;;;;;;40 - Nestavba;pritličje;;9;9; prostor z omejeno uporabo;;
637573;1741;VODICE;VODICE;218;1;;;1;VODICE;PIRČEVA ULICA;8;;;1;1965;1;;;107;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;107;60; bivalni prostor | garaža | klet;;
637873;105;MURSKA SOBOTA;MURSKA SOBOTA;10348;4;;;1;MURSKA SOBOTA;PLESE;2;;;14;1975;1;;;75;1/1;;;;;;;;37 - Skupni komunikacijski prostor;;;75,1;75,1; skupni komunikacijski prostor;;
637461;2357;IDRIJA MESTO;IDRIJA;141;1;;;1;IDRIJA;GRILČEVA ULICA;26;;1;2;1976;1;;;38;1/1;;;;;;;;2 - Stanovanje;klet;;37,6;31; bivalni prostor | klet | odprta terasa, balkon, loža;;
634845;694;ROGOZA;;1128;1;;;1;;;;;;1;2021;0;3;;124;19/20;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;;;124,1;124,1; bivalni prostor | shramba, sušilnica, pralnica;;
638161;750;VRHLOGA;SLOVENSKA BISTRICA;650;1;;;1;STARI LOG;STARI LOG;75;;;13;2004;1;;;30;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;30;30; kmetijski prostor;;
635082;1819;VELIKE PECE;IVANČNA GORICA;36;1;;;1;VELIKE PECE;VELIKE PECE;3;;1;2;1968;1;;;104;1/1;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;pritličje;;104,2;79; bivalni prostor | klet;;
633943;2490;POSTOJNA;POSTOJNA;888;6;;;1;POSTOJNA;PRETNERJEVA ULICA;1;;6;2;1970;1;;;81;1/1;;;;;;;;2 - Stanovanje;nadstropje;;80,9;70,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
638662;59;MOŠČANCI;;436;1;;;1;;;;;;15;1929;1;;;33;1/1;;;;;;;;40 - Nestavba;;;33;0; prostor z omejeno uporabo;;
640672;1500;DOBINDOL;;720;1;;;1;;;;;;13;1972;1;;;12;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;12;12; kmetijski prostor;;
641338;2636;BEŽIGRAD;LJUBLJANA;404;30;;;1;LJUBLJANA;TRIGLAVSKA ULICA;11;;10;14;1962;1;;;1;1/1;;;;;;;;33 - Klet;klet;;0,8;0,8; klet;;
