ID Posla;Šifra KO;Ime KO;Občina;Številka stavbe;Številka dela stavbe;Parcelna številka za geolokacijo;Interna oznaka dela stavbe;Evidentiranost dela stavbe;Naselje;Ulica;Hišna številka;Dodatek HŠ;Številka stanovanja ali poslovnega prostora;Vrsta dela stavbe;Leto izgradnje dela stavbe;Stavba je dokončana;Gradbena faza;Novogradnja;Prodana površina;Prodani delež dela stavbe;Prodana površina dela stavbe;Prodana uporabna površina dela stavbe;Nadstropje dela stavbe;Število zunanjih parkirnih mest;Atrij;Površina atrija;Opombe o nepremičnini;Dejanska raba dela stavbe;Lega dela stavbe v stavbi;Število sob;Površina dela stavbe;Uporabna površina;Prostori dela stavbe;Pogodbena cena dela stavbe;Stopnja DDV dela stavbe
638820;1480;POTOV VRH;NOVO MESTO;201;1;;;1;MALI SLATNIK;MALI SLATNIK;19;;;1;1982;1;;;192;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;192;80; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
640223;1422;TREBNJE;TREBNJE;1593;67;;;1;;;;;;3;2010;1;;1;12,5;1/1;;;;;;;;15 - Garaža;klet;;12,5;12,5; garaža;;
632988;2100;KRANJ;KRANJ;267;2;;;1;KRANJ;GREGORČIČEVA ULICA;10;;3;8;1921;1;;;136;31/100;;;;;;;;10 - Trgovski del stavbe;pritličje;;136;136; lokal, prodajalna;;
630973;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;5370;4;;;1;LJUBLJANA;ULICA ALOJZA KAJINA;6;;4;2;2021;1;;1;164,5;1/1;;;;;;;;2 - Stanovanje;nadstropje;;164,5;105; bivalni prostor | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
633359;2131;STRAŽIŠČE;KRANJ;422;43;;;1;;;;;;11;1974;1;;;915;1/1;;;;;;;;17 - Del stavbe za industrijsko rabo;pritličje;;915;915; proizvodni in skladiščni prostor;;
641026;464;BELSKI VRH;ZAVRČ;158;1;;;1;;;;;;15;1922;1;;;80;1/1;;;;;;;;39 - Ruševina;pritličje;;79,8;0; ruševina;;
639169;447;DRAVINJSKI VRH;VIDEM;276;1;;;1;DRAVINJSKI VRH;DRAVINJSKI VRH;39;;;1;2013;0;6;;183;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;182,7;112,2; bivalni prostor | klet | odprta terasa, balkon, loža;;
633246;2131;STRAŽIŠČE;KRANJ;460;1;;;1;KRANJ;NARTNIKOVA ULICA;5;;1;2;1950;1;;;89;1/1;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;pritličje;;88,9;71,9; bivalni prostor | klet;;
637902;2706;ZELENA JAMA;LJUBLJANA;1047;82;;;1;LJUBLJANA;POKOPALIŠKA ULICA;44;;416;2;2017;1;;;122;1/1;;;;;;;;2 - Stanovanje;nadstropje;;122;75,9; bivalni prostor | garažni parkirni prostor | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
642897;605;SPODNJE DOBRENJE;;133;1;;;1;;;;;;13;1927;1;;;41;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;41,4;41,4; kmetijski prostor;;
642184;1902;KLANEC;KOMENDA;231;1;;;1;;;;;;15;2006;1;;;6;1/1;;;;;;;;40 - Nestavba;pritličje;;6;6; prostor z omejeno uporabo;;
642550;1483;KANDIJA;NOVO MESTO;960;35;;;1;NOVO MESTO;SMREČNIKOVA ULICA;32;;;4;1971;1;;;10;1/1;;;;;;;;15 - Garaža;klet;;10,3;10,3; garaža;;
640930;2636;BEŽIGRAD;LJUBLJANA;3072;8;;;1;LJUBLJANA;TRSTENJAKOVA ULICA;5;;9;2;1964;1;;;44;1/1;;;;;;;;2 - Stanovanje;nadstropje;;44,4;40,7; bivalni prostor | klet | odprta terasa, balkon, loža;;
637208;1738;DRAVLJE;LJUBLJANA;2999;74;;;1;LJUBLJANA;VODOVODNA CESTA;100;;;5;1995;1;;;323;715/1000;;;;;;;;9 - Poslovni del stavbe;;;322,8;0; poslovni prostor;;
638840;659;TABOR;MARIBOR;83;305;;;1;MARIBOR;RUŠKA CESTA;13;;305;2;1973;1;;;86;1/1;;;;;;;;2 - Stanovanje;nadstropje;;86;83,4; bivalni prostor;;
634242;2677;PRULE;LJUBLJANA;308;10;;;1;;;;;;14;1906;1;;;25;1/1;;;;;;;;33 - Klet;klet;;24,5;24,5; klet;;
634318;1738;DRAVLJE;LJUBLJANA;3104;55;;;1;LJUBLJANA;BRILEJEVA ULICA;7;;29;2;1983;1;;;61;1/1;;;;;;;;2 - Stanovanje;nadstropje;;60,6;60,6; bivalni prostor;;
632272;1427;VELIKI GABER;TREBNJE;593;1;;;1;;;;;;4;1975;1;;;20;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;20;20; kmetijski prostor;;
632937;1862;RADEČE;RADEČE;213;1;;;1;;;;;;4;1990;1;;;47;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;klet;;47;47; kmetijski prostor;;
632994;1056;DOBRNA;DOBRNA;619;1;;;1;LOKOVINA;LOKOVINA;22;A;;1;1984;1;;;36;1/2;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;35,5;21; bivalni prostor | klet;;
642794;2122;HUJE;KRANJ;597;73;;;1;;;;;;4;1977;1;;;12;1/1;;;;;;;;15 - Garaža;klet;;12,3;12,3; garaža;;
636818;1721;GRADIŠČE I;LJUBLJANA;182;21;;;1;LJUBLJANA;IGRIŠKA ULICA;12;;13;6;1957;1;;;128;1/1;;;;;;;;10 - Trgovski del stavbe;pritličje;;127,5;117,5; lokal, prodajalna;;
639073;1233;VERAČE;;196;1;;;1;;;;;;13;1960;1;;;59;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;58,5;22,5; bivalni prostor | klet;;
639320;2585;RAKITOVEC;KOPER;222;1;;;1;;;;;;2;1829;1;;;13;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;drugo;;13,2;10,6; bivalni prostor;;
635511;200;RADENCI;RADENCI;381;2;;;1;RADENCI;KAPELSKA CESTA;26;;2;2;1955;1;;;39;1/1;;;;;;;;2 - Stanovanje;pritličje;;39,4;32,6; bivalni prostor | klet;;
640498;583;CIRKNICA;ŠENTILJ;12;1;;;1;;;;;;13;1875;1;;;29;66/200;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;28,8;28,8; kmetijski prostor;;
632565;1809;ŠENTVID;IVANČNA GORICA;305;1;;;1;ŠENTVID PRI STIČNI;ŠENTVID PRI STIČNI;157;;;1;1985;1;;;182;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;182;125; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
633395;1484;ŠMIHEL PRI NOVEM MESTU;NOVO MESTO;650;1;;;1;NOVO MESTO;CESARJEVA ULICA;26;;;1;1990;1;;;239;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;drugo;;238,8;191; bivalni prostor;;
643127;1737;TABOR;LJUBLJANA;1007;491;;;1;;;;;491;3;2004;1;;0;16,6;1/1;;;;;;;;15 - Garaža;klet;;16,6;16,6; garaža;;
641393;2121;KLANEC;KRANJ;146;6;;;1;KRANJ;KAJUHOVA ULICA;2;;6;2;1997;1;;;16;1/1;;;;;;;;2 - Stanovanje;nadstropje;;16;16; bivalni prostor;;
642338;850;SLOVENJ GRADEC;SLOVENJ GRADEC;1217;11;;;1;SLOVENJ GRADEC;CELJSKA CESTA;40;A;11;2;1984;1;;;38;1/1;;;;;;;;2 - Stanovanje;nadstropje;;38,4;31,1; bivalni prostor;;
634155;166;LENDAVA;LENDAVA;2;11;;;1;LENDAVA;TRG LJUDSKE PRAVICE;8;;6;2;1957;1;;;62;1/1;;;;;;;;2 - Stanovanje;nadstropje;;61,5;49,8; bivalni prostor;;
632988;2100;KRANJ;KRANJ;267;1;;;1;KRANJ;GREGORČIČEVA ULICA;10;;1;2;1921;1;;;178;31/100;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;nadstropje;;178;133; bivalni prostor | klet | odprta terasa, balkon, loža;;
639395;1771;ZADOBROVA;LJUBLJANA;559;5;;;1;LJUBLJANA;CESTA NA KOPE;4;;4;2;1942;1;;;39;1/1;;;;;;;;2 - Stanovanje;nadstropje;;38,6;34,2; bivalni prostor | odprta terasa, balkon, loža;;
634786;2146;KOVOR;TRŽIČ;318;1;;;1;;;;;;13;1965;1;;;20;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;20;20; kmetijski prostor;;
635019;1439;HINJE;ŽUŽEMBERK;53;1;;;1;LAZINA;LAZINA;6;;;1;1900;1;;;111;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;111,2;67,9; bivalni prostor | klet | odprta terasa, balkon, loža;;
634519;996;ŽALEC;ŽALEC;2256;3;;;1;ŽALEC;ULICA IVANKE URANJEK;2;B;3;2;1890;1;;;90;1/1;;;;;;;;2 - Stanovanje;mansarda;;90;0; nedokončan prostor;;
638744;693;MIKLAVŽ NA DRAVSKEM POLJU;MIKLAVŽ NA DRAVSKEM POLJU;863;1;;;1;MIKLAVŽ NA DRAVSKEM POLJU;KURIRČKOVA ULICA;18;;;1;1974;1;;;142;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;142,2;99,5; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
633167;638;KRČEVINA;MARIBOR;1236;36;;;1;MARIBOR;ŠENTILJSKA CESTA;37;E;;14;2011;1;;;3;1/1;;;;;;;;33 - Klet;pritličje;;3,4;3,4; klet;;
633190;1179;TRŽIŠČE;ROGAŠKA SLATINA;6;1;;;1;ROGAŠKA SLATINA;NA LIVADI;17;;;2;1972;1;;;207;1/1;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;pritličje;;207,2;136,2; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
638703;128;BAKOVCI;;1210;1;;;1;;;;;;14;1920;1;;;13;1/1;;;;;;;;36 - Tehnični prostor;pritličje;;12,5;12,5; tehnični prostor;;
627678;1695;KARLOVŠKO PREDMESTJE;;5369;25;;;1;;;;;;2;2021;1;;1;13;1/1;;;;;;;;16 - Garažno parkirno mesto;pritličje;;13;13; garažni parkirni prostor;;
641071;979;PONIKVA;ŽALEC;459;1;;;1;PONIKVA PRI ŽALCU;PONIKVA PRI ŽALCU;21;;;1;1915;1;;;184;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;183,6;46; bivalni prostor | klet;;
637536;1012;VRANSKO;VRANSKO;241;3;;;1;VRANSKO;VRANSKO;53;;2;2;1850;1;;;61;100/200;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;nadstropje;;60,6;50; bivalni prostor | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
634505;658;KOROŠKA VRATA;MARIBOR;1024;1;;;1;;;;;;4;1969;1;;;14;1/1;;;;;;;;15 - Garaža;pritličje;;14;14; garaža;;
635946;804;RADLJE OB DRAVI;RADLJE OB DRAVI;2114;57;;;1;;;;;;1;2021;1;;1;4,6;1/1;;;;;;;;34 - Shramba, sušilnica, pralnica;klet;;4,6;4,6; shramba, sušilnica, pralnica;;
642451;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;2827;1;;;1;LJUBLJANA;JURČKOVA CESTA;86;;1;2;1975;1;;;99;1/4;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;pritličje;;99,2;92,2; bivalni prostor | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
643385;1695;KARLOVŠKO PREDMESTJE;;5368;15;;;1;;;;;;4;2021;1;;1;13,9;1/1;;;;;;;;16 - Garažno parkirno mesto;pritličje;;13,9;13,9; garažni parkirni prostor;;
640957;184;GORNJA RADGONA;GORNJA RADGONA;357;1;;;1;GORNJA RADGONA;TRUBARJEVA ULICA;2;;;1;1963;1;;;190;1/2;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;190;134; bivalni prostor | klet | odprta terasa, balkon, loža | zaprta terasa, balkon, loža;;
632853;2680;NOVE JARŠE;LJUBLJANA;355;1;;;1;LJUBLJANA;STRAŽARJEVA ULICA;11;;;1;1962;1;;;116;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;116;62; bivalni prostor | klet | odprta terasa, balkon, loža;;
632985;2343;PLANINA;CERKNO;94;1;;;1;PODLANIŠČE;PODLANIŠČE;22;;;1;1830;1;;;45;1/3;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;134,3;96,3; bivalni prostor | klet | zaprta terasa, balkon, loža;;
632659;1871;TRBOVLJE;TRBOVLJE;3072;1;;;1;TRBOVLJE;TRG SVOBODE;35;;1;2;1950;1;;;72;1/1;;;;;;;;2 - Stanovanje;pritličje;;72;63,1; bivalni prostor | klet | odprta terasa, balkon, loža;;
640213;1422;TREBNJE;TREBNJE;1593;46;;;1;;;;;;3;2010;1;;0;12,5;1/1;;;;;;;;15 - Garaža;klet;;12,5;12,5; garaža;;
635397;878;TOLSTI VRH;RAVNE NA KOROŠKEM;33;1;;;1;TOLSTI VRH P. R. NA K. - DEL;TOLSTI VRH P. R. NA K. - DEL;87;;;1;1950;1;;;175;1/12;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;175;111,4; bivalni prostor | klet | odprta terasa, balkon, loža | shramba, sušilnica, pralnica;;
634552;2604;BERTOKI;KOPER;4203;5;;;1;POBEGI;FRENKOVA CESTA;1;B;;13;2003;1;;;7;1/2;;;;;;;;33 - Klet;drugo;;7,3;7,3; klet;;
634995;2626;IZOLA;IZOLA;645;5;;;1;IZOLA;PLENČIČEVA ULICA;1;;4;2;1965;1;;;49;1/1;;;;;;;;2 - Stanovanje;pritličje;;49,3;46,7; bivalni prostor | klet | odprta terasa, balkon, loža;;
632618;1795;VELIKE LIPLJENE;GROSUPLJE;474;1;;;1;;;;;;14;1987;1;;;12;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;12;12; kmetijski prostor;;
637788;1450;GOLOBINJEK;MIRNA PEČ;651;1;;;1;GORENJI PODBORŠT;GORENJI PODBORŠT;35;;;1;1989;1;;;81;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;80,5;22,8; bivalni prostor | klet | zaprta terasa, balkon, loža;;
642738;203;OČESLAVCI;GORNJA RADGONA;98;1;;;1;OČESLAVCI;OČESLAVCI;8;A;;1;1978;1;;;252;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;252,4;134,4; bivalni prostor | garaža | klet | odprta terasa, balkon, loža | tehnični prostor;;
639818;850;SLOVENJ GRADEC;SLOVENJ GRADEC;2292;18;;;1;SLOVENJ GRADEC;OZARE;67;;18;2;2021;1;;1;46,8;1/1;;;;;;;;2 - Stanovanje;nadstropje;;46,8;41,5; bivalni prostor | odprta terasa, balkon, loža;;
640484;2626;IZOLA;IZOLA;5513;411;;;1;;;;;;14;2009;1;;;11;1/1;;;;;;;;33 - Klet;klet;;10,8;10,8; klet;;
637319;1772;SLAPE;LJUBLJANA;1744;116;;;1;LJUBLJANA;PREGLOV TRG;6;;116;2;1985;1;;;74;1/1;;;;;;;;2 - Stanovanje;nadstropje;;74,4;62,3; bivalni prostor | klet | odprta terasa, balkon, loža;;
640201;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;773;157;;;1;;;;;;4;2009;1;;0;13,4;1/1;;;;;;;;16 - Garažno parkirno mesto;klet;;13,4;13,4; garažni parkirni prostor;;
635520;2713;OB ŽELEZNICI;MARIBOR;190;7;;;1;MARIBOR;TRŽAŠKA CESTA;37;A;;5;1977;1;;;31;1/1;;;;;;;;9 - Poslovni del stavbe;nadstropje;;31,2;31,2; poslovni prostor;;
634375;996;ŽALEC;ŽALEC;1139;3;;;1;ŽALEC;ŠLANDROV TRG;39;;3;2;1922;1;;;37;144/10000;;;;;;;;12 - Del stavbe za opravljanje storitev;pritličje;;36,8;36,8; lokal, prodajalna;;
632684;1581;LIVOLD;KOČEVJE;216;1;;;1;DOLGA VAS;OMERZOVA ULICA;20;;;1;1960;1;;;193;1/2;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;193;75,5; bivalni prostor | garaža | klet | odprta terasa, balkon, loža;;
642233;2077;SPODNJE JEZERSKO;JEZERSKO;47;2;;;1;SPODNJE JEZERSKO;SPODNJE JEZERSKO;2;;2;2;1959;1;;;120;1/1;;;;;;;;2 - Stanovanje;pritličje;;119,8;119,8; bivalni prostor;;
643596;2027;STARA LOKA;ŠKOFJA LOKA;1575;123;;;1;;;;;;4;2021;1;;1;12,5;1/1;;;;;;;;16 - Garažno parkirno mesto;klet;;12,5;12,5; garažni parkirni prostor;;
636938;699;HOČKO POHORJE;HOČE-SLIVNICA;903;1;;;1;;;;;;15;2012;1;;;46;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;45,7;0; nedokončan prostor;;
634714;659;TABOR;MARIBOR;351;111;;;1;MARIBOR;DVOŘAKOVA ULICA;10;B;111;2;1974;1;;;53;1/1;;;;;;;;2 - Stanovanje;nadstropje;;53,4;50,8; bivalni prostor | klet | odprta terasa, balkon, loža;;
633910;681;POBREŽJE;MARIBOR;2113;1;;;1;;;;;;4;1970;1;;;14;1/1;;;;;;;;15 - Garaža;pritličje;;13,8;13,8; garaža;;
636989;2452;DIVAČA;DIVAČA;421;1;;;1;DIVAČA;KRAŠKA CESTA;45;;;1;1990;1;;;140;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;drugo;;140;112; bivalni prostor;;
632869;1314;SREMIČ;KRŠKO;32;1;;;1;SREMIČ;SREMIČ;14;B;;13;2002;1;;;178;1/1;;;;;;;;29 - Del stavbe za spravilo pridelka;pritličje;;178,4;178,4; kmetijski prostor;;
642559;1731;UDMAT;LJUBLJANA;818;1;;;1;LJUBLJANA;DRUŠTVENA ULICA;26;;;1;1895;1;;;144;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;143,6;123,7; bivalni prostor | klet;;
635321;992;POLZELA;POLZELA;1891;1;;;1;BREG PRI POLZELI;SAVINJSKI LOG;19;;;1;2007;1;;;141;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;140,8;121,6; bivalni prostor;;
640708;1722;TRNOVSKO PREDMESTJE;LJUBLJANA;4409;9;;;1;LJUBLJANA;TRNOVSKI PRISTAN;8;;5;2;1984;1;;;72;1/1;;;;;;;;2 - Stanovanje;nadstropje;;72,4;66,4; bivalni prostor | klet | odprta terasa, balkon, loža;;
640403;595;PLINTOVEC;KUNGOTA;483;3;;;1;PLINTOVEC;PLINTOVEC;7;C;3;2;2007;1;;;52;1/1;;;;;;;;2 - Stanovanje;nadstropje;;51,8;42; bivalni prostor;;
637304;2043;BARBARA;ŠKOFJA LOKA;22;2;;;1;SV. BARBARA;SV. BARBARA;6;A;2;1;1981;1;;;145;1/6;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;nadstropje;;145,2;123,7; bivalni prostor | odprta terasa, balkon, loža;;
633793;1695;KARLOVŠKO PREDMESTJE;LJUBLJANA;4746;2;;;1;LJUBLJANA;BABIČEVA ULICA;22;;2;2;2002;1;;;142;1/1;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;pritličje;;142,3;133,9; bivalni prostor | prostor z omejeno uporabo | shramba, sušilnica, pralnica;;
632199;1730;MOSTE;LJUBLJANA;1475;112;;;1;LJUBLJANA;ARCHINETOVA ULICA;3;;112;2;1985;1;;;98;1/1;;;;;;;;2 - Stanovanje;nadstropje;;97,9;86,7; bivalni prostor | klet | odprta terasa, balkon, loža;;
638705;1227;TINSKO;ŠMARJE PRI JELŠAH;338;1;;;1;;;;;;4;2002;1;;;19;1/1;;;;;;;;15 - Garaža;pritličje;;19,3;19,3; garaža;;
642117;400;PTUJ;PTUJ;4956;8;;;1;PTUJ;GREGORČIČEV DREVORED;9;;8;2;1959;1;;;35;1/1;;;;;;;;2 - Stanovanje;nadstropje;;35,4;32,4; bivalni prostor | klet;;
639303;655;MELJE;MARIBOR;553;3;;;1;MARIBOR;ULICA HEROJA JEVTIČA;5;;3;14;1895;1;;;27;1/1;;;;;;;;9 - Poslovni del stavbe;klet;;27,1;26,9; poslovni prostor;;
634465;1728;LJUBLJANA MESTO;LJUBLJANA;253;62;;;1;LJUBLJANA;KRIŽEVNIŠKA ULICA;5;;49;2;1700;1;;;66;1/1;;;;;;;;2 - Stanovanje;nadstropje;;65,5;63,6; bivalni prostor | odprta terasa, balkon, loža;;
635427;681;POBREŽJE;MARIBOR;6198;12;;;1;MARIBOR;ŠOLSKA ULICA;31;;12;2;2009;1;;;59;1/1;;;;;;;;2 - Stanovanje;;;58,7;48,7; bivalni prostor | klet | odprta terasa, balkon, loža;;
636730;2490;POSTOJNA;POSTOJNA;591;22;;;1;POSTOJNA;TRŽAŠKA CESTA;40;;22;2;1965;1;;;24;1/1;;;;;;;;2 - Stanovanje;nadstropje;;24,4;24,4; bivalni prostor;;
635031;400;PTUJ;PTUJ;2229;403;;;1;PTUJ;RIMSKA PLOŠČAD;10;;403;2;1977;1;;;69;1/1;;;;;;;;2 - Stanovanje;pritličje;;69,4;57,2; bivalni prostor | klet | odprta terasa, balkon, loža | zaprta terasa, balkon, loža;;
640084;1761;DOL PRI LJUBLJANI;DOL PRI LJUBLJANI;773;178;;;1;;;;;;3;2009;1;;0;13;1/1;;;;;;;;16 - Garažno parkirno mesto;klet;;13;13; garažni parkirni prostor;;
643019;2605;KOPER;KOPER;1502;1;;;1;KOPER;MARTINČEV TRG;1;;1;2;1910;1;;;44;1/4;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;pritličje;;43,9;43,9; bivalni prostor;;
642291;882;RAVNE;RAVNE NA KOROŠKEM;10226;1;;;1;;;;;;15;2000;1;;;7;1/1;;;;;;;;40 - Nestavba;pritličje;;6,7;6,7; prostor z omejeno uporabo;;
637294;1357;BRESTANICA;KRŠKO;264;1;;;1;BRESTANICA;ŠOLSKA CESTA;17;;;1;1900;1;;;244;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;drugo;;243,6;194,9; bivalni prostor;;
640454;1444;AJDOVEC;ŽUŽEMBERK;1083;1;;;1;;;;;;13;1955;1;;;48;1/1;;;;;;;;29 - Del stavbe za spravilo pridelka;pritličje;;48,4;48,4; kmetijski prostor;;
638403;1959;DOMŽALE;DOMŽALE;5553;27;;;1;DOMŽALE;SLAMNIKARSKA CESTA;3;;27;2;2003;1;;;64;1/1;;;;;;;;2 - Stanovanje;nadstropje;;64,2;55,5; bivalni prostor;;
633723;659;TABOR;MARIBOR;319;7;;;1;MARIBOR;VALVASORJEVA ULICA;22;;7;2;1857;1;;;50;1/1;;;;;;;;2 - Stanovanje;nadstropje;;50,3;46; bivalni prostor | klet;;
633463;2625;KRKAVČE;KOPER;498;1;;;1;;;;;;13;1983;1;;;59;1/1;;;;;;;;29 - Del stavbe za spravilo pridelka;pritličje;;58,7;58,7; kmetijski prostor;;
636222;1723;VIČ;LJUBLJANA;9921;190;;;1;;;;;;3;2014;1;;;13;1/1;;;;;;;;16 - Garažno parkirno mesto;klet;;12,5;12,5; garažni parkirni prostor;;
632116;1959;DOMŽALE;DOMŽALE;6470;66;;;1;;;;;;14;2017;1;;;13;1/1;;;;;;;;33 - Klet;klet;;12,6;12,6; klet;;
640855;1577;KOČEVJE;KOČEVJE;3722;2;;;1;;;;;;13;1900;1;;;10;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;10;10; kmetijski prostor;;
643320;681;POBREŽJE;MARIBOR;6173;188;;;1;MARIBOR;ULICA VELJKA VLAHOVIĆA;64;;188;3;2009;1;;0;12,5;1/1;;;;;;;;15 - Garaža;;;12,5;12,5; garaža;;
634523;2396;ŠMARJE;AJDOVŠČINA;28;1;;;1;;;;;;13;1700;1;;;56;1/1;;;;;;;;27 - Hlev;pritličje;;56,2;56,2; kmetijski prostor;;
641348;1193;MALE RODNE;ROGAŠKA SLATINA;112;1;;;1;;;;;;13;1990;1;;;48;1/1;;;;;;;;29 - Del stavbe za spravilo pridelka;pritličje;;48;48; kmetijski prostor;;
634233;1754;ŠENTVID NAD LJUBLJANO;LJUBLJANA;1489;3;;;1;LJUBLJANA;ZVEZDA;16;;3;2;1954;1;;;74;1/1;;;;;;;;2 - Stanovanje;nadstropje;;74;57,8; bivalni prostor | klet | odprta terasa, balkon, loža;;
643536;2027;STARA LOKA;ŠKOFJA LOKA;1575;90;;;1;ŠKOFJA LOKA;CESTA TALCEV;3;E;41;2;2021;1;;1;84,12;1/1;;;;;;;;2 - Stanovanje;nadstropje;;107,8;70,7; bivalni prostor | garažni parkirni prostor | odprta terasa, balkon, loža;;
637629;169;PETIŠOVCI;LENDAVA;701;1;;;1;PETIŠOVCI;ULICA 22.JUNIJA;36;;;1;1927;1;;;55;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;55,2;50,6; bivalni prostor | klet;;
642546;1735;STOŽICE;LJUBLJANA;1509;15;;;1;LJUBLJANA;REBOLJEVA ULICA;9;;15;2;1978;1;;;57;1/1;;;;;;;;2 - Stanovanje;nadstropje;;57,1;46,3; bivalni prostor;;
642139;276;RAZKRIŽJE;RAZKRIŽJE;136;1;;;1;;;;;;13;1947;1;;;137;1/1;;;;;;;;29 - Del stavbe za spravilo pridelka;pritličje;;136,9;136,9; kmetijski prostor;;
634808;1730;MOSTE;LJUBLJANA;2430;7;;;1;LJUBLJANA;FRANCOSKA ULICA;15;;7;8;1995;1;;;32;1/1;;;;;;;;10 - Trgovski del stavbe;klet;;31,5;31,5; lokal, prodajalna;;
633648;236;KRIŽEVCI;;2;1;;;1;;;;;;15;1969;1;;;4;1/1;;;;;;;;40 - Nestavba;pritličje;;4;4; prostor z omejeno uporabo;;
633518;2180;ŽIROVNICA;ŽIROVNICA;656;1;;;1;MOSTE;MOSTE;37;;1;2;1952;1;;;128;1/1;;;;;;;;47 - Stanovanje v dvostanovanjski stavbi;pritličje;;128,3;85,1; bivalni prostor | klet | odprta terasa, balkon, loža;;
632718;1736;BRINJE I;LJUBLJANA;1404;16;;;1;LJUBLJANA;DUNAJSKA CESTA;129;;110;14;1996;1;;;7;1/1;;;;;;;;21 - Skladišče;klet;;6,6;6,6; proizvodni in skladiščni prostor;;
640902;91;ANDREJCI;MORAVSKE TOPLICE;219;1;;;1;ANDREJCI;ANDREJCI;19;;;1;1900;1;;;176;1/1;;;;;;;;1 - Stanovanje v enostanovanjski stavbi;pritličje;;175,9;98,2; bivalni prostor | klet;;
633903;1115;SLOVENSKE KONJICE;SLOVENSKE KONJICE;1210;7;;;1;SLOVENSKE KONJICE;KAJUHOVA ULICA;1;;7;2;1982;1;;;48;1/1;;;;;;;;2 - Stanovanje;nadstropje;;47,7;43,6; bivalni prostor | klet | zaprta terasa, balkon, loža;;
634811;1938;MENGEŠ;MENGEŠ;1618;17;;;1;MENGEŠ;KOLODVORSKA CESTA;2;B;17;2;1977;1;;;73;1/1;;;;;;;;2 - Stanovanje;nadstropje;;73,1;55,7; bivalni prostor | klet | odprta terasa, balkon, loža;;
633026;503;KUPČINJI VRH;MAJŠPERK;196;1;;;1;;;;;;13;1997;1;;;18;1/1;;;;;;;;28 - Pomožni kmetijski del stavbe;pritličje;;18;18; kmetijski prostor;;
